variable_name,label,code,frequency,weighted_frequency,percent
PRG10GR,Y our son-in-law or daughter-in-law,13,17,14239,0.0
PRG10GR,Y our father-in-law,14,191,197571,0.6
PRG10GR,Y our mother-in-law,15,396,399196,1.3
PRG10GR,Y our brother-in-law,16,41,36038,0.1
PRG10GR,Y our sister-in-law,17,53,46976,0.2
PRG10GR,Y our nephew or niece,18,26,18209,0.1
PRG10GR,Y our uncle,19,45,31246,0.1
PRG10GR,Y our aunt,20,91,70946,0.2
PRG10GR,Y our cousin,21,38,27275,0.1
PRG10GR,Y our close friend,22,710,632467,2.1
PRG10GR,Y our neighbour,23,254,242415,0.8
PRG10GR,Y our co-worker,24,20,20893,0.1
PRG10GR,Other,25,153,132588,0.4
PRG10GR,Valid skip,96,12808,23274213,75.7
PRG10GR,Don't know,97,0,0,0
PRG10GR,Refusal,98,0,0,0
PRG10GR,Not stated,99,38,50923,0.2
PRP10GR,Arthritis,01,207,261943,0.9
PRP10GR,Cardiovascular disease,02,492,515510,1.7
PRP10GR,obstructive...,03,108,128126,0.4
PRP10GR,Diabetes,04,138,211607,0.7
PRP10GR,Back problems,05,134,174268,0.6
PRP10GR,Cancer,06,606,665227,2.2
PRP10GR,Mental illness,07,532,666945,2.2
PRP10GR,Alzheimer's disease or dementia,08,605,532020,1.7
PRP10GR,All other neurological diseases,09,271,340069,1.1
PRP10GR,Developmental disability or disorder,10,189,306633,1.0
PRP10GR,Injury resulting from an accident,11,1315,1333652,4.3
PRP10GR,Aging or frailty,12,1629,1606030,5.2
PRP10GR,Other,13,1171,673590,2.2
PRP10GR,Valid skip,96,12801,23256908,75.6
PRP10GR,Don't know,97,0,0,0
PRP10GR,Refusal,98,0,0,0
PRP10GR,Not stated,99,60,82656,0.3
PRP_15,Mild,1,630,666793,2.2
PRP_15,Moderate,2,2236,2404515,7.8
PRP_15,Severe,3,2227,2207559,7.2
PRP_15,Valid skip,6,15131,25430162,82.7
PRP_15,Don't know,7,0,0,0
PRP_15,Refusal,8,0,0,0
PRP_15,Not stated,9,34,46156,0.2
PRW_10,Y es,1,938,1130675,3.7
PRW_10,No,2,6455,6275056,20.4
PRW_10,Valid skip,6,12808,23274213,75.7
PRW_10,Don't know,7,0,0,0
PRW_10,Refusal,8,0,0,0
PRW_10,Not stated,9,57,75241,0.2
PRW_20,Y es,1,505,583631,1.9
PRW_20,No,2,366,457184,1.5
PRW_20,Valid skip,6,19320,29624510,96.3
PRW_20,Don't know,7,66,88588,0.3
PRW_20,Refusal,8,0,0,0
PRW_20,Not stated,9,1,1272,0.0
SPR_10,Y es,1,6099,6250397,20.3
SPR_10,No,2,657,666111,2.2
SPR_10,Valid skip,6,13468,23792361,77.4
SPR_10,Don't know,7,0,0,0
SPR_10,Refusal,8,0,0,0
SPR_10,Not stated,9,34,46316,0.2
SPR_20GR,Main care receiver no longer needs help,01,267,295730,1.0
SPR_20GR,Main care receiver moved,02,53,52423,0.2
SPR_20GR,Y ou moved,03,23,41816,0.1
SPR_20GR,Y ou are no longer able to provide care,04,43,37084,0.1
SPR_20GR,provides help,05,69,83181,0.3
SPR_20GR,Paid professional now provides care,06,82,54753,0.2
SPR_20GR,Other,07,49,45444,0.1
SPR_20GR,Deceased,08,65,50311,0.2
SPR_20GR,Valid skip,96,19601,30089073,97.8
SPR_20GR,Don't know,97,0,0,0
SPR_20GR,Refusal,98,0,0,0
SPR_20GR,Not stated,99,6,5369,0.0
PRD_10,In the same household as you,01,2099,2690872,8.7
PRD_10,In the same building as you,02,154,152125,0.5
PRD_10,Less than 10 minutes by car,03,1817,1591789,5.2
PRD_10,10 minutes to less than 30 minutes by car,04,1670,1477671,4.8
PRD_10,30 minutes to less than 1 hour by car,05,672,663723,2.2
PRD_10,1 hour to less than 3 hours by car,06,522,485469,1.6
PRD_10,3 hours or more by car,07,477,367576,1.2
PRD_10,Valid skip,96,12808,23274213,75.7
PRD_10,Don't know,97,0,0,0
PRD_10,Refusal,98,0,0,0
PRD_10,Not stated,99,39,51746,0.2
PRU_10,In a private household,1,5959,6221414,20.2
PRU_10,In supportive housing,2,480,441892,1.4
PRU_10,In an institution or care facility,3,666,594970,1.9
PRU_10,Other,4,7,12554,0.0
PRU_10,Valid skip,6,12802,23263524,75.6
PRU_10,Don't know,7,0,0,0
PRU_10,Refusal,8,0,0,0
PRU_10,Not stated,9,344,220832,0.7
PRU_20,Y es,1,488,465318,1.5
PRU_20,No,2,6740,6792380,22.1
PRU_20,Valid skip,6,12808,23274213,75.7
PRU_20,Don't know,7,0,0,0
PRU_20,Refusal,8,0,0,0
PRU_20,Not stated,9,222,223274,0.7
PRH_10,Daily,1,1034,831527,2.7
PRH_10,At least once a week,2,2820,2542823,8.3
PRH_10,At least once a month,3,971,910989,3.0
PRH_10,Less than once a month,4,487,445436,1.4
PRH_10,Valid skip,6,14907,25965085,84.4
PRH_10,Don't know,7,0,0,0
PRH_10,Refusal,8,0,0,0
PRH_10,Not stated,9,39,59324,0.2
PRH_20,Daily,1,1324,1162132,3.8
PRH_20,At least once a week,2,2034,1859262,6.0
PRH_20,At least once a month,3,421,429993,1.4
PRH_20,Less than once a month,4,451,420177,1.4
PRH_20,Valid skip,6,15941,26796613,87.1
PRH_20,Don't know,7,0,0,0
PRH_20,Refusal,8,0,0,0
PRH_20,Not stated,9,87,87007,0.3
ART_10,Y es,1,2238,2299402,7.5
ART_10,No,2,331,307783,1.0
ART_10,Valid skip,6,17679,28127364,91.5
ART_10,Don't know,7,0,0,0
ART_10,Refusal,8,0,0,0
ART_10,Not stated,9,10,20635,0.1
ART_20,Daily,1,832,904012,2.9
ART_20,At least once a week,2,2288,2206031,7.2
ART_20,At least once a month,3,1496,1440810,4.7
ART_20,Less than once a month,4,1010,919068,3.0
ART_20,Valid skip,6,14591,25248876,82.1
ART_20,Don't know,7,0,0,0
ART_20,Refusal,8,0,0,0
ART_20,Not stated,9,41,36386,0.1
ART_30,Less than 1 hour,01,658,670737,2.2
ART_30,1 hour to less than 3 hours,02,2363,2328913,7.6
ART_30,3 hours to less than 5 hours,03,1301,1263699,4.1
ART_30,5 hours to less than 10 hours,04,732,696016,2.3
ART_30,10 hours to less than 15 hours,05,231,195451,0.6
ART_30,15 hours to less than 20 hours,06,88,89223,0.3
ART_30,20 hours or more,07,204,189492,0.6
ART_30,Valid skip,96,14632,25285263,82.2
ART_30,Don't know,97,0,0,0
ART_30,Refusal,98,0,0,0
ART_30,Not stated,99,49,36389,0.1
ART_40,Y es,1,3385,3453783,11.2
ART_40,No,2,2244,2017496,6.6
ART_40,Valid skip,6,14591,25248876,82.1
ART_40,Don't know,7,0,0,0
ART_40,Refusal,8,0,0,0
ART_40,Not stated,9,38,35029,0.1
ARI_10,Y es,1,1549,1705411,5.5
ARI_10,No,2,347,371889,1.2
ARI_10,Valid skip,6,18338,28648378,93.1
ARI_10,Don't know,7,0,0,0
ARI_10,Refusal,8,0,0,0
ARI_10,Not stated,9,24,29507,0.1
ARI_20,Daily,1,1699,1839952,6.0
ARI_20,At least once a week,2,1226,1310740,4.3
ARI_20,At least once a month,3,622,573586,1.9
ARI_20,Less than once a month,4,496,458660,1.5
ARI_20,Valid skip,6,16174,26524943,86.2
ARI_20,Don't know,7,0,0,0
ARI_20,Refusal,8,0,0,0
ARI_20,Not stated,9,41,47303,0.2
ARI_30,Less than 1 hour,01,516,558928,1.8
ARI_30,1 hour to less than 3 hours,02,1751,1906597,6.2
ARI_30,3 hours to less than 5 hours,03,978,970549,3.2
ARI_30,5 hours to less than 10 hours,04,458,435348,1.4
ARI_30,10 hours to less than 15 hours,05,138,116774,0.4
ARI_30,15 hours to less than 20 hours,06,51,48821,0.2
ARI_30,20 hours or more,07,103,96865,0.3
ARI_30,Valid skip,96,16215,26572246,86.4
ARI_30,Don't know,97,0,0,0
ARI_30,Refusal,98,0,0,0
ARI_30,Not stated,99,48,49056,0.2
ARI_40,Y es,1,2180,2480677,8.1
ARI_40,No,2,1871,1706553,5.5
ARI_40,Valid skip,6,16174,26524943,86.2
ARI_40,Don't know,7,0,0,0
ARI_40,Refusal,8,0,0,0
ARI_40,Not stated,9,33,43010,0.1
ARO_10,Y es,1,1247,1440905,4.7
ARO_10,No,2,442,461796,1.5
ARO_10,Valid skip,6,18546,28817101,93.7
ARO_10,Don't know,7,0,0,0
ARO_10,Refusal,8,0,0,0
ARO_10,Not stated,9,23,35383,0.1
ARO_20,Daily,1,621,601285,2.0
ARO_20,At least once a week,2,1076,1289135,4.2
ARO_20,At least once a month,3,796,820509,2.7
ARO_20,Less than once a month,4,629,662804,2.2
ARO_20,Valid skip,6,17076,27299691,88.8
ARO_20,Don't know,7,0,0,0
ARO_20,Refusal,8,0,0,0
ARO_20,Not stated,9,60,81760,0.3
ARO_30,Less than 1 hour,01,513,642692,2.1
ARO_30,1 hour to less than 3 hours,02,1457,1596750,5.2
ARO_30,3 hours to less than 5 hours,03,679,662479,2.2
ARO_30,5 hours to less than 10 hours,04,281,304868,1.0
ARO_30,10 hours to less than 15 hours,05,71,62434,0.2
ARO_30,15 hours to less than 20 hours,06,33,22258,0.1
ARO_30,20 hours or more,07,54,51100,0.2
ARO_30,Valid skip,96,17136,27381451,89.0
ARO_30,Don't know,97,0,0,0
ARO_30,Refusal,98,0,0,0
ARO_30,Not stated,99,34,31152,0.1
ARO_40,Y es,1,1741,2027697,6.6
ARO_40,No,2,1393,1356044,4.4
ARO_40,Valid skip,6,17076,27299691,88.8
ARO_40,Don't know,7,0,0,0
ARO_40,Refusal,8,0,0,0
ARO_40,Not stated,9,48,71753,0.2
ARP_10,Y es,1,752,788401,2.6
ARP_10,No,2,287,280921,0.9
ARP_10,Valid skip,6,19208,29678472,96.5
ARP_10,Don't know,7,0,0,0
ARP_10,Refusal,8,0,0,0
ARP_10,Not stated,9,11,7391,0.0
ARP_20,Daily,1,878,897840,2.9
ARP_20,At least once a week,2,678,684995,2.2
ARP_20,At least once a month,3,352,318877,1.0
ARP_20,Less than once a month,4,306,273285,0.9
ARP_20,Valid skip,6,18010,28548914,92.8
ARP_20,Don't know,7,0,0,0
ARP_20,Refusal,8,0,0,0
ARP_20,Not stated,9,34,31272,0.1
ARP_30,Less than 1 hour,01,669,664944,2.2
ARP_30,1 hour to less than 3 hours,02,979,968984,3.2
ARP_30,3 hours to less than 5 hours,03,293,304233,1.0
ARP_30,5 hours to less than 10 hours,04,138,119293,0.4
ARP_30,10 hours to less than 15 hours,05,39,35444,0.1
ARP_30,15 hours to less than 20 hours,06,24,22605,0.1
ARP_30,20 hours or more,07,47,42672,0.1
ARP_30,Valid skip,96,18044,28580187,92.9
ARP_30,Don't know,97,0,0,0
ARP_30,Refusal,98,0,0,0
ARP_30,Not stated,99,25,16823,0.1
ARP_40,Y es,1,1046,1160371,3.8
ARP_40,No,2,1177,1012453,3.3
ARP_40,Valid skip,6,18010,28548914,92.8
ARP_40,Don't know,7,0,0,0
ARP_40,Refusal,8,0,0,0
ARP_40,Not stated,9,25,33446,0.1
ARM_10,Y es,1,753,783241,2.5
ARM_10,No,2,254,278652,0.9
ARM_10,Valid skip,6,19240,29673587,96.5
ARM_10,Don't know,7,0,0,0
ARM_10,Refusal,8,0,0,0
ARM_10,Not stated,9,11,19705,0.1
ARM_20,Daily,1,740,739422,2.4
ARM_20,At least once a week,2,521,530742,1.7
ARM_20,At least once a month,3,358,348277,1.1
ARM_20,Less than once a month,4,346,326400,1.1
ARM_20,Valid skip,6,18270,28788838,93.6
ARM_20,Don't know,7,0,0,0
ARM_20,Refusal,8,0,0,0
ARM_20,Not stated,9,23,21505,0.1
ARM_30C,Less than 1 hour,1,850,879003,2.9
ARM_30C,1 hour to less than 3 hours,2,728,675632,2.2
ARM_30C,3 hours to less than 5 hours,3,218,229198,0.7
ARM_30C,5 hours to less than 10 hours,4,93,81713,0.3
ARM_30C,10 hours or more,5,66,71467,0.2
ARM_30C,Valid skip,6,18293,28810343,93.7
ARM_30C,Don't know,7,0,0,0
ARM_30C,Refusal,8,0,0,0
ARM_30C,Not stated,9,10,7827,0.0
ARM_40,Y es,1,907,1010961,3.3
ARM_40,No,2,1062,935344,3.0
ARM_40,Valid skip,6,18270,28788838,93.6
ARM_40,Don't know,7,0,0,0
ARM_40,Refusal,8,0,0,0
ARM_40,Not stated,9,19,20042,0.1
ARS_10,Y es,1,1225,1277823,4.2
ARS_10,No,2,270,263040,0.9
ARS_10,Valid skip,6,18748,29195978,94.9
ARS_10,Don't know,7,0,0,0
ARS_10,Refusal,8,0,0,0
ARS_10,Not stated,9,15,18342,0.1
ARS_20,Daily,1,561,535344,1.7
ARS_20,At least once a week,2,1032,1067823,3.5
ARS_20,At least once a month,3,905,858980,2.8
ARS_20,Less than once a month,4,607,568166,1.8
ARS_20,Valid skip,6,17112,27689676,90.0
ARS_20,Don't know,7,0,0,0
ARS_20,Refusal,8,0,0,0
ARS_20,Not stated,9,41,35196,0.1
ARS_30C,Less than 1 hour,1,1223,1199305,3.9
ARS_30C,1 hour to less than 3 hours,2,1280,1289537,4.2
ARS_30C,3 hours to less than 5 hours,3,359,329663,1.1
ARS_30C,5 hours to less than 10 hours,4,133,126749,0.4
ARS_30C,10 hours or more,5,78,65254,0.2
ARS_30C,Valid skip,6,17153,27724872,90.1
ARS_30C,Don't know,7,0,0,0
ARS_30C,Refusal,8,0,0,0
ARS_30C,Not stated,9,32,19805,0.1
ARS_40,Y es,1,1504,1627201,5.3
ARS_40,No,2,1611,1409087,4.6
ARS_40,Valid skip,6,17112,27689676,90.0
ARS_40,Don't know,7,0,0,0
ARS_40,Refusal,8,0,0,0
ARS_40,Not stated,9,31,29220,0.1
ARB_10,Y es,1,949,995127,3.2
ARB_10,No,2,212,203320,0.7
ARB_10,Valid skip,6,19088,29542162,96.1
ARB_10,Don't know,7,0,0,0
ARB_10,Refusal,8,0,0,0
ARB_10,Not stated,9,9,14575,0.0
ARB_20,Daily,1,278,256130,0.8
ARB_20,At least once a week,2,915,853956,2.8
ARB_20,At least once a month,3,981,888952,2.9
ARB_20,Less than once a month,4,373,393795,1.3
ARB_20,Valid skip,6,17666,28317058,92.1
ARB_20,Don't know,7,0,0,0
ARB_20,Refusal,8,0,0,0
ARB_20,Not stated,9,45,45295,0.1
ARB_30C,Less than 1 hour,1,1135,1108864,3.6
ARB_30C,1 hour to less than 3 hours,2,1107,1002862,3.3
ARB_30C,3 hours to less than 5 hours,3,183,168693,0.5
ARB_30C,5 hours to less than 10 hours,4,68,63091,0.2
ARB_30C,10 hours or more,5,37,33063,0.1
ARB_30C,Valid skip,6,17711,28362353,92.2
ARB_30C,Don't know,7,0,0,0
ARB_30C,Refusal,8,0,0,0
ARB_30C,Not stated,9,17,16259,0.1
ARB_40,Y es,1,963,1003704,3.3
ARB_40,No,2,1594,1399446,4.6
ARB_40,Valid skip,6,17666,28317058,92.1
ARB_40,Don't know,7,0,0,0
ARB_40,Refusal,8,0,0,0
ARB_40,Not stated,9,35,34977,0.1
ARV_10,Y es,1,5077,4490614,14.6
ARV_10,No,2,219,234701,0.8
ARV_10,Valid skip,6,14907,25965085,84.4
ARV_10,Don't know,7,0,0,0
ARV_10,Refusal,8,0,0,0
ARV_10,Not stated,9,55,64784,0.2
ARV_40,Y es,1,4183,3801698,12.4
ARV_40,No,2,851,652905,2.1
ARV_40,Valid skip,6,15181,26264570,85.4
ARV_40,Don't know,7,0,0,0
ARV_40,Refusal,8,0,0,0
ARV_40,Not stated,9,43,36011,0.1
ARX_10,Y es,1,6733,6610586,21.5
ARX_10,No,2,657,778655,2.5
ARX_10,Valid skip,6,12808,23274213,75.7
ARX_10,Don't know,7,0,0,0
ARX_10,Refusal,8,0,0,0
ARX_10,Not stated,9,60,91731,0.3
ARX_40,Y es,1,5060,5086545,16.5
ARX_40,No,2,1628,1480464,4.8
ARX_40,Valid skip,6,13525,24144599,78.5
ARX_40,Don't know,7,0,0,0
ARX_40,Refusal,8,0,0,0
ARX_40,Not stated,9,45,43577,0.1
CCP_10,Y es,1,3270,3129922,10.2
CCP_10,No,2,3490,3602841,11.7
CCP_10,Valid skip,6,12808,23274213,75.7
CCP_10,Don't know,7,648,690565,2.2
CCP_10,Refusal,8,0,0,0
CCP_10,Not stated,9,42,57644,0.2
CCP_20,Y es,1,2829,2687235,8.7
CCP_20,No,2,431,434389,1.4
CCP_20,Valid skip,6,16988,27625263,89.8
CCP_20,Don't know,7,0,0,0
CCP_20,Refusal,8,0,0,0
CCP_20,Not stated,9,10,8297,0.0
DVCG120C,None,00,658,553061,1.8
DVCG120C,Number of other caregivers,01 - 10,5036,5154986,16.8
DVCG120C,More than 10 other caregivers,11,184,161268,0.5
DVCG120C,Valid skip,96,12808,23274213,75.7
DVCG120C,Don't know,97,1497,1532926,5.0
DVCG120C,Refusal,98,0,0,0
DVCG120C,Not stated,99,75,78731,0.3
RNA_10C,None,00,325,257039,0.8
RNA_10C,Number of other caregivers,01 - 07,3524,3612167,11.7
RNA_10C,8 or more,08,165,159193,0.5
RNA_10C,Valid skip,96,16240,26722992,86.9
RNA_10C,Don't know,97,0,0,0
RNA_10C,Refusal,98,0,0,0
RNA_10C,Not stated,99,4,3793,0.0
RNA_20C,None,0,2914,2910436,9.5
RNA_20C,Number of other caregivers,1 - 3,873,907836,3.0
RNA_20C,4 or more,4,222,206970,0.7
RNA_20C,Valid skip,6,16240,26722992,86.9
RNA_20C,Don't know,7,0,0,0
RNA_20C,Refusal,8,0,0,0
RNA_20C,Not stated,9,9,6951,0.0
RNA_30C,None,00,2790,2932475,9.5
RNA_30C,Number of other caregivers,01 - 06,1149,1024642,3.3
RNA_30C,7 or more,07,67,58664,0.2
RNA_30C,Valid skip,96,16240,26722992,86.9
RNA_30C,Don't know,97,0,0,0
RNA_30C,Refusal,98,0,0,0
RNA_30C,Not stated,99,12,16412,0.1
RNA_40C,None,0,3939,3948058,12.8
RNA_40C,Number of other caregivers,1 - 1,27,26576,0.1
RNA_40C,2 or more,2,39,40148,0.1
RNA_40C,Valid skip,6,16240,26722992,86.9
RNA_40C,Don't know,7,0,0,0
RNA_40C,Refusal,8,0,0,0
RNA_40C,Not stated,9,13,17411,0.1
DNA_10C,None,00,292,315837,1.0
DNA_10C,Number of other caregivers,01 - 07,3593,3616191,11.8
DNA_10C,8 or more caregivers,08,130,99452,0.3
DNA_10C,Valid skip,96,16240,26722992,86.9
DNA_10C,Don't know,97,0,0,0
DNA_10C,Refusal,98,0,0,0
DNA_10C,Not stated,99,3,714,0.0
DNA_15C,None,00,727,661548,2.2
DNA_15C,Number of other caregivers,01 - 07,3220,3309459,10.8
DNA_15C,8 or more caregivers,08,66,58581,0.2
DNA_15C,Valid skip,96,16240,26722992,86.9
DNA_15C,Don't know,97,0,0,0
DNA_15C,Refusal,98,0,0,0
DNA_15C,Not stated,99,5,2605,0.0
DNA_18GR,None,0,3952,3973901,12.9
DNA_18GR,One or more,1,50,48973,0.2
DNA_18GR,Valid skip,6,16240,26722992,86.9
DNA_18GR,Don't know,7,0,0,0
DNA_18GR,Refusal,8,0,0,0
DNA_18GR,Not stated,9,16,9319,0.0
DVDNA20C,None,00,658,553061,1.8
DVDNA20C,Number of other caregivers,01 - 10,5036,5154986,16.8
DVDNA20C,11 or more,11,184,161268,0.5
DVDNA20C,Valid skip,96,12808,23274213,75.7
DVDNA20C,Don't know,97,1497,1532926,5.0
DVDNA20C,Refusal,98,0,0,0
DVDNA20C,Not stated,99,75,78731,0.3
DNA_31C,None,0,3732,3611023,11.7
DNA_31C,Number of other caregivers,1 - 4,273,406079,1.3
DNA_31C,5 or more,5,0,0,0
DNA_31C,Valid skip,6,16240,26722992,86.9
DNA_31C,Don't know,7,0,0,0
DNA_31C,Refusal,8,0,0,0
DNA_31C,Not stated,9,13,15091,0.0
DNA_32C,None,00,2194,1938808,6.3
DNA_32C,Number of other caregivers,01 - 06,1733,1990139,6.5
DNA_32C,7 or more,07,82,98558,0.3
DNA_32C,Valid skip,96,16240,26722992,86.9
DNA_32C,Don't know,97,0,0,0
DNA_32C,Refusal,98,0,0,0
DNA_32C,Not stated,99,9,4688,0.0
DNA_33C,None,00,846,895724,2.9
DNA_33C,Number of other caregivers,01 - 06,2985,2975706,9.7
DNA_33C,7 or more,07,181,157433,0.5
DNA_33C,Valid skip,96,16240,26722992,86.9
DNA_33C,Don't know,97,0,0,0
DNA_33C,Refusal,98,0,0,0
DNA_33C,Not stated,99,6,3330,0.0
DNA_34C,None,00,2318,2551337,8.3
DNA_34C,Number of other caregivers,01 - 06,1654,1442656,4.7
DNA_34C,7 or more,07,33,22466,0.1
DNA_34C,Valid skip,96,16240,26722992,86.9
DNA_34C,Don't know,97,0,0,0
DNA_34C,Refusal,98,0,0,0
DNA_34C,Not stated,99,13,15734,0.1
DNA_35C,None,0,3630,3684539,12.0
DNA_35C,One caregiver,1,305,276548,0.9
DNA_35C,2 or more,2,68,63085,0.2
DNA_35C,Valid skip,6,16240,26722992,86.9
DNA_35C,Don't know,7,0,0,0
DNA_35C,Refusal,8,0,0,0
DNA_35C,Not stated,9,15,8021,0.0
DNA_40C,None,0,3902,3920650,12.7
DNA_40C,One caregiver,1,23,24014,0.1
DNA_40C,2 or more,2,75,70244,0.2
DNA_40C,Valid skip,6,16240,26722992,86.9
DNA_40C,Don't know,7,0,0,0
DNA_40C,Refusal,8,0,0,0
DNA_40C,Not stated,9,18,17284,0.1
ROA_05,Male,1,491,520225,1.7
ROA_05,Female,2,708,759770,2.5
ROA_05,Valid skip,6,19056,29471124,95.8
ROA_05,Don't know,7,0,0,0
ROA_05,Refusal,8,0,0,0
ROA_05,Not stated,9,3,4066,0.0
ROA_10GR,partner,01,167,223386,0.7
ROA_10GR,The primary care receiver's son,02,191,193494,0.6
ROA_10GR,The primary care receiver's daughter,03,309,312411,1.0
ROA_10GR,The primary care receiver's father,04,76,87683,0.3
ROA_10GR,The primary care receiver's mother,05,71,80012,0.3
ROA_10GR,The primary care receiver's brother,06,38,39014,0.1
ROA_10GR,The primary care receiver's sister,07,67,60029,0.2
ROA_10GR,The primary care receiver's grandchild,08,24,22694,0.1
ROA_10GR,The primary care receiver's son-in-law,09,27,29065,0.1
ROA_10GR,daughter-in-law,10,35,59742,0.2
ROA_10GR,The primary care receiver's niece/nephew,11,37,39235,0.1
ROA_10GR,The primary care receiver's close friend,12,80,66622,0.2
ROA_10GR,The primary care receiver's neighbour,13,28,22988,0.1
ROA_10GR,Other,14,50,47093,0.2
ROA_10GR,Valid skip,96,19056,29471124,95.8
ROA_10GR,Don't know,97,0,0,0
ROA_10GR,Refusal,98,0,0,0
ROA_10GR,Not stated,99,2,595,0.0
DOA_20,Y es,1,648,702810,2.3
DOA_20,No,2,527,559688,1.8
DOA_20,Valid skip,6,19056,29471124,95.8
DOA_20,Don't know,7,26,20323,0.1
DOA_20,Refusal,8,0,0,0
DOA_20,Not stated,9,1,1240,0.0
DOA_30C,39 years or younger,01,148,178323,0.6
DOA_30C,40 to 44,02,82,101713,0.3
DOA_30C,45 to 49,03,114,122789,0.4
DOA_30C,50 to 54,04,135,137079,0.4
DOA_30C,55 to 59,05,151,162302,0.5
DOA_30C,60 to 64,06,164,170484,0.6
DOA_30C,65 to 69,07,125,125586,0.4
DOA_30C,70 and over,08,211,219483,0.7
DOA_30C,Valid skip,96,19056,29471124,95.8
DOA_30C,Don't know,97,62,61584,0.2
DOA_30C,Refusal,98,0,0,0
DOA_30C,Not stated,99,10,4719,0.0
HPO_10,Y es,1,4098,4097234,13.3
HPO_10,No,2,2051,2124274,6.9
HPO_10,Valid skip,6,13619,23940109,77.8
HPO_10,Don't know,7,447,525350,1.7
HPO_10,Refusal,8,0,0,0
HPO_10,Not stated,9,43,68217,0.2
HRA_10,Less than 1 hour,1,969,992958,3.2
HRA_10,1 hour to less than 3 hours,2,1044,1103621,3.6
HRA_10,3 hours to less than 5 hours,3,430,435718,1.4
HRA_10,5 hours to less than 10 hours,4,337,325087,1.1
HRA_10,10 hours or more,5,585,512155,1.7
HRA_10,Valid skip,6,16160,26657950,86.7
HRA_10,Don't know,7,719,712919,2.3
HRA_10,Refusal,8,0,0,0
HRA_10,Not stated,9,14,14777,0.0
ACD_10,Y es,1,1690,1776818,5.8
ACD_10,No,2,2020,2134957,6.9
ACD_10,Valid skip,6,16457,26726533,86.9
ACD_10,Don't know,7,0,0,0
ACD_10,Refusal,8,0,0,0
ACD_10,Not stated,9,91,116876,0.4
ACD_20,Y es,1,2080,2186851,7.1
ACD_20,No,2,3224,2738675,8.9
ACD_20,Valid skip,6,14825,25720307,83.6
ACD_20,Don't know,7,0,0,0
ACD_20,Refusal,8,0,0,0
ACD_20,Not stated,9,129,109352,0.4
ACD_30,Y es,1,2600,2814981,9.2
ACD_30,No,2,4658,4479773,14.6
ACD_30,Valid skip,6,12808,23274213,75.7
ACD_30,Don't know,7,0,0,0
ACD_30,Refusal,8,0,0,0
ACD_30,Not stated,9,192,186218,0.6
ACD_40,Y es,1,1917,1855461,6.0
ACD_40,No,2,5267,5356029,17.4
ACD_40,Valid skip,6,12808,23274213,75.7
ACD_40,Don't know,7,0,0,0
ACD_40,Refusal,8,0,0,0
ACD_40,Not stated,9,266,269482,0.9
ACD_50,Y es,1,1036,986153,3.2
ACD_50,No,2,6104,6167653,20.1
ACD_50,Valid skip,6,12808,23274213,75.7
ACD_50,Don't know,7,0,0,0
ACD_50,Refusal,8,0,0,0
ACD_50,Not stated,9,310,327165,1.1
ACD_60,Y es,1,999,1033074,3.4
ACD_60,No,2,6139,6137769,20.0
ACD_60,Valid skip,6,12808,23274213,75.7
ACD_60,Don't know,7,0,0,0
ACD_60,Refusal,8,0,0,0
ACD_60,Not stated,9,312,310129,1.0
ACD_70,Y es,1,682,948332,3.1
ACD_70,No,2,6467,6241545,20.3
ACD_70,Valid skip,6,12808,23274213,75.7
ACD_70,Don't know,7,0,0,0
ACD_70,Refusal,8,0,0,0
ACD_70,Not stated,9,301,291095,0.9
ACD_80,Y es,1,405,456128,1.5
ACD_80,No,2,6998,6967334,22.7
ACD_80,Valid skip,6,12808,23274213,75.7
ACD_80,Don't know,7,0,0,0
ACD_80,Refusal,8,0,0,0
ACD_80,Not stated,9,47,57510,0.2
ACD_90,Y es,1,559,593338,1.9
ACD_90,No,2,6827,6813269,22.2
ACD_90,Valid skip,6,12808,23274213,75.7
ACD_90,Don't know,7,0,0,0
ACD_90,Refusal,8,0,0,0
ACD_90,Not stated,9,64,74364,0.2
OAC_20,Y es,1,2032,2239944,7.3
OAC_20,No,2,5321,5152057,16.8
OAC_20,Valid skip,6,12808,23274213,75.7
OAC_20,Don't know,7,0,0,0
OAC_20,Refusal,8,0,0,0
OAC_20,Not stated,9,97,88970,0.3
OAC_30A,Y es,1,801,896395,2.9
OAC_30A,No,2,1231,1343550,4.4
OAC_30A,Valid skip,6,18226,28515240,92.7
OAC_30A,Don't know,7,0,0,0
OAC_30A,Refusal,8,0,0,0
OAC_30A,Not stated,9,0,0,0
OAC_30B,Y es,1,1309,1527163,5.0
OAC_30B,No,2,723,712781,2.3
OAC_30B,Valid skip,6,18226,28515240,92.7
OAC_30B,Don't know,7,0,0,0
OAC_30B,Refusal,8,0,0,0
OAC_30B,Not stated,9,0,0,0
OAC_30C,Y es,1,772,881793,2.9
OAC_30C,No,2,1260,1358152,4.4
OAC_30C,Valid skip,6,18226,28515240,92.7
OAC_30C,Don't know,7,0,0,0
OAC_30C,Refusal,8,0,0,0
OAC_30C,Not stated,9,0,0,0
OAC_30D,Y es,1,665,777460,2.5
OAC_30D,No,2,1367,1462485,4.8
OAC_30D,Valid skip,6,18226,28515240,92.7
OAC_30D,Don't know,7,0,0,0
OAC_30D,Refusal,8,0,0,0
OAC_30D,Not stated,9,0,0,0
