threshold,flagged_rows,flagged_weighted_total,flagged_row_pct,flagged_weight_pct,precision_weighted,recall_weighted,specificity_weighted,f1_weighted
0.4,4329,4331263.5642,0.9686730812262251,0.9485705420386666,0.7207500930912756,0.9951241102886182,0.15362463704931237,0.8360004407258971
0.5,4242,4196423.354800001,0.9492056388453792,0.9190397945735701,0.7356761337172416,0.9841105600110459,0.22380464844679232,0.8419493586960148
0.6,3576,3503772.0952,0.8001790109644216,0.7673453592145217,0.7938190830420541,0.886615488595171,0.49447844270026653,0.8376550995160573
0.625,3388,3286082.1458,0.7581114343253524,0.7196700630248594,0.8017708463154025,0.8398594356148106,0.5441716771045818,0.8203732812325017
0.7,2508,2447070.8904999997,0.5611993734616245,0.5359219836434418,0.8605762794512716,0.6712956786499509,0.7612526374449446,0.754242068978611
0.8,1280,1168564.5379,0.28641754307451334,0.2559220607780549,0.9135019139964268,0.3402828753189054,0.9292682237501131,0.49585712086007394
