PUMFID,WGHT_PER,PRV,HAP_10C,TTLINCG1,PRA_10GR,AGEGR10,predicted_probability_raw,predicted_probability,predicted_label,risk_band
10275.0,67.0281,11,6.0,4.0,,6.0,0.9122275,0.9122275,1,Very high
10281.0,109.7633,11,2.0,1.0,,5.0,0.7025317,0.7025317,1,Very high
10283.0,1947.4996,24,1.0,1.0,,5.0,0.60703653,0.60703653,0,High
10284.0,236.8798,10,1.0,2.0,,5.0,0.26392305,0.26392305,0,Low
10289.0,602.645,35,1.0,7.0,,7.0,0.19610909,0.19610909,0,Low
10290.0,96.7446,11,2.0,3.0,,5.0,0.768263,0.768263,1,Very high
10295.0,948.4173,24,1.0,4.0,,6.0,0.31554765,0.31554765,0,Moderate
10296.0,1451.512,59,1.0,1.0,9,5.0,0.6640465,0.6640465,1,High
10297.0,101.6692,12,6.0,1.0,,5.0,0.9060432,0.9060432,1,Very high
10299.0,690.5943,48,1.0,7.0,,5.0,0.430215,0.430215,0,Moderate
10300.0,3337.441,35,1.0,4.0,,1.0,0.26969457,0.26969457,0,Low
10314.0,2321.0489,35,2.0,4.0,,7.0,0.7846592,0.7846592,1,Very high
10315.0,307.1508,13,1.0,4.0,,5.0,0.39838395,0.39838395,0,Moderate
10318.0,2652.2307,59,3.0,2.0,,5.0,0.8904373,0.8904373,1,Very high
10324.0,385.4237,47,1.0,2.0,,7.0,0.68460137,0.68460137,1,High
10336.0,627.6287,35,1.0,3.0,,6.0,0.68202907,0.68202907,1,High
10337.0,98.0511,47,6.0,2.0,8,7.0,0.9231294,0.9231294,1,Very high
10339.0,4107.2915,35,1.0,5.0,,4.0,0.838017,0.838017,1,Very high
10348.0,251.6068,46,1.0,5.0,,5.0,0.7152513,0.7152513,1,Very high
10350.0,1298.9096,59,6.0,2.0,,2.0,0.94121873,0.94121873,1,Very high
10353.0,1920.7686,24,1.0,7.0,,4.0,0.79978025,0.79978025,1,Very high
10363.0,1169.8125,59,2.0,6.0,,2.0,0.92826855,0.92826855,1,Very high
10368.0,113.4178,47,1.0,6.0,,3.0,0.50664777,0.50664777,0,High
10370.0,80.2326,13,3.0,7.0,,5.0,0.36505884,0.36505884,0,Moderate
10376.0,914.2642,35,1.0,2.0,,1.0,0.3846159,0.3846159,0,Moderate
10382.0,846.2734,24,1.0,3.0,,4.0,0.78185236,0.78185236,1,Very high
10386.0,725.9241,59,1.0,2.0,,7.0,0.65642637,0.65642637,1,High
10394.0,885.0781,59,2.0,3.0,,4.0,0.9221205,0.9221205,1,Very high
10401.0,412.2135,59,1.0,2.0,,6.0,0.80817676,0.80817676,1,Very high
10406.0,1467.0825,24,2.0,3.0,,4.0,0.9293353,0.9293353,1,Very high
10408.0,237.1957,48,4.0,1.0,,5.0,0.8874403,0.8874403,1,Very high
10411.0,1723.3229,35,2.0,1.0,,6.0,0.8536496,0.8536496,1,Very high
10415.0,390.2085,46,1.0,1.0,,5.0,0.6918888,0.6918888,1,High
10419.0,378.1695,59,1.0,3.0,,7.0,0.83972335,0.83972335,1,Very high
10420.0,487.5402,48,1.0,2.0,,6.0,0.64589703,0.64589703,0,High
10425.0,42.8271,12,1.0,3.0,,4.0,0.49833864,0.49833864,0,Moderate
10428.0,298.4417,48,2.0,3.0,,6.0,0.81161034,0.81161034,1,Very high
10429.0,1472.3071,24,1.0,1.0,,6.0,0.5588661,0.5588661,0,High
10432.0,400.4652,48,2.0,1.0,,4.0,0.775603,0.775603,1,Very high
10437.0,2056.3425,48,5.0,1.0,,3.0,0.83413726,0.83413726,1,Very high
10439.0,4446.0245,35,1.0,1.0,,1.0,0.47552204,0.47552204,0,Moderate
10446.0,2111.9176,24,3.0,1.0,,7.0,0.80312306,0.80312306,1,Very high
10458.0,1328.7007,35,1.0,2.0,,5.0,0.7185043,0.7185043,1,Very high
10462.0,342.371,48,1.0,3.0,,5.0,0.57972145,0.57972145,0,High
10466.0,480.5601,59,1.0,5.0,,4.0,0.61789274,0.61789274,0,High
10470.0,1216.9274,35,6.0,2.0,,6.0,0.8708371,0.8708371,1,Very high
10471.0,224.4357,24,1.0,3.0,,6.0,0.7145919,0.7145919,1,Very high
10474.0,417.3146,59,5.0,1.0,9,6.0,0.837621,0.837621,1,Very high
10476.0,206.5707,11,3.0,2.0,,2.0,0.762892,0.762892,1,Very high
10477.0,598.3877,59,3.0,4.0,,5.0,0.8788294,0.8788294,1,Very high
10478.0,613.788,35,2.0,3.0,,5.0,0.8544183,0.8544183,1,Very high
10481.0,1072.1457,35,1.0,3.0,,4.0,0.73927456,0.73927456,1,Very high
10493.0,72.3341,13,2.0,2.0,9,3.0,0.9300115,0.9300115,1,Very high
10495.0,1865.6994,35,1.0,4.0,,5.0,0.49625334,0.49625334,0,Moderate
10496.0,1059.18,47,6.0,2.0,,4.0,0.94005245,0.94005245,1,Very high
10501.0,335.1677,46,2.0,1.0,,6.0,0.8746633,0.8746633,1,Very high
10509.0,655.6345,59,1.0,1.0,,6.0,0.8265232,0.8265232,1,Very high
10520.0,1361.4037,24,1.0,3.0,,5.0,0.50217354,0.50217354,0,High
10521.0,58.8842,11,1.0,5.0,9,4.0,0.73336613,0.73336613,1,Very high
10526.0,732.1176,59,1.0,2.0,,4.0,0.7077182,0.7077182,1,Very high
10527.0,251.0591,10,1.0,1.0,,3.0,0.5937092,0.5937092,0,High
10528.0,520.0005,35,1.0,6.0,,5.0,0.5729618,0.5729618,0,High
10529.0,216.7486,46,1.0,2.0,4,7.0,0.48877734,0.48877734,0,Moderate
10531.0,368.3393,46,1.0,4.0,,2.0,0.58552754,0.58552754,0,High
10534.0,593.5226,59,3.0,4.0,,3.0,0.59235024,0.59235024,0,High
10548.0,2059.4085,35,5.0,1.0,3,7.0,0.8163437,0.8163437,1,Very high
10550.0,334.1109,46,3.0,3.0,,6.0,0.812839,0.812839,1,Very high
10554.0,203.2862,12,1.0,2.0,,6.0,0.47883877,0.47883877,0,Moderate
10557.0,142.5094,12,3.0,5.0,,3.0,0.8026574,0.8026574,1,Very high
10562.0,4995.4158,35,2.0,2.0,,1.0,0.6628046,0.6628046,1,High
10565.0,125.0944,12,1.0,3.0,,6.0,0.3439063,0.3439063,0,Moderate
10573.0,225.8673,12,1.0,4.0,,4.0,0.5985245,0.5985245,0,High
10575.0,530.3254,46,1.0,5.0,,3.0,0.8830253,0.8830253,1,Very high
10576.0,439.33,48,3.0,5.0,,3.0,0.8206638,0.8206638,1,Very high
10578.0,510.7482,46,1.0,2.0,9,7.0,0.64895713,0.64895713,0,High
10579.0,13935.8395,35,1.0,1.0,,1.0,0.21779661,0.21779661,0,Low
10580.0,735.5533,47,1.0,1.0,,4.0,0.7939983,0.7939983,1,Very high
10588.0,196.8174,10,3.0,2.0,,3.0,0.83517486,0.83517486,1,Very high
10589.0,1716.8419,24,1.0,1.0,4,5.0,0.85165787,0.85165787,1,Very high
10591.0,272.6145,10,1.0,3.0,,4.0,0.6996105,0.6996105,1,High
10595.0,180.608,10,1.0,3.0,,6.0,0.6236627,0.6236627,0,High
10596.0,104.9431,13,1.0,2.0,9,6.0,0.58963734,0.58963734,0,High
10602.0,1563.3944,24,1.0,2.0,5,3.0,0.57556224,0.57556224,0,High
10604.0,571.2666,24,1.0,6.0,,5.0,0.7069705,0.7069705,1,Very high
10606.0,1757.4704,24,1.0,2.0,,5.0,0.60311437,0.60311437,0,High
10607.0,109.6006,46,1.0,5.0,,4.0,0.8230574,0.8230574,1,Very high
10612.0,226.9435,13,1.0,2.0,9,5.0,0.5597766,0.5597766,0,High
10619.0,342.3444,10,2.0,4.0,,3.0,0.68296593,0.68296593,1,High
10624.0,360.4011,12,1.0,1.0,9,5.0,0.83540255,0.83540255,1,Very high
10625.0,330.3749,10,3.0,2.0,,7.0,0.8108676,0.8108676,1,Very high
10627.0,134.0746,47,6.0,2.0,,5.0,0.8717688,0.8717688,1,Very high
10630.0,1056.031,59,6.0,1.0,,5.0,0.9076206,0.9076206,1,Very high
10632.0,631.8288,47,6.0,1.0,,3.0,0.8208793,0.8208793,1,Very high
10638.0,242.4967,12,2.0,2.0,,4.0,0.66310805,0.66310805,1,High
10639.0,300.3294,59,2.0,6.0,,4.0,0.929442,0.929442,1,Very high
10651.0,897.4722,35,1.0,4.0,,6.0,0.7039679,0.7039679,1,Very high
10655.0,512.917,48,3.0,1.0,,7.0,0.75438166,0.75438166,1,Very high
10660.0,1799.2313,35,1.0,7.0,,4.0,0.7300313,0.7300313,1,Very high
10661.0,271.6363,46,1.0,4.0,,3.0,0.58720046,0.58720046,0,High
10669.0,872.5509,59,1.0,2.0,,5.0,0.45718884,0.45718884,0,Moderate
10671.0,76.2592,11,1.0,2.0,,7.0,0.5784834,0.5784834,0,High
10672.0,1120.8831,24,1.0,3.0,,5.0,0.7875796,0.7875796,1,Very high
10676.0,563.1522,48,1.0,4.0,,5.0,0.8556964,0.8556964,1,Very high
10678.0,1218.3471,35,2.0,1.0,,4.0,0.8881569,0.8881569,1,Very high
10682.0,117.7008,10,1.0,4.0,,5.0,0.8563634,0.8563634,1,Very high
10685.0,881.6475,35,1.0,4.0,,6.0,0.775654,0.775654,1,Very high
10694.0,151.0045,10,3.0,2.0,,6.0,0.76048005,0.76048005,1,Very high
10695.0,1142.7322,35,2.0,4.0,9,3.0,0.8928332,0.8928332,1,Very high
10699.0,220.8964,13,1.0,7.0,,3.0,0.6049279,0.6049279,0,High
10700.0,152.5095,13,1.0,1.0,,7.0,0.7808281,0.7808281,1,Very high
10702.0,918.0688,59,1.0,1.0,,7.0,0.61194974,0.61194974,0,High
10707.0,171.6043,10,1.0,3.0,,4.0,0.39254653,0.39254653,0,Moderate
10711.0,1626.3253,35,3.0,1.0,,6.0,0.8867485,0.8867485,1,Very high
10728.0,1271.5866,59,2.0,2.0,9,3.0,0.79555696,0.79555696,1,Very high
10743.0,86.336,10,1.0,5.0,,3.0,0.4928115,0.4928115,0,Moderate
10744.0,155.6076,47,1.0,2.0,,6.0,0.64030254,0.64030254,0,High
10747.0,158.3217,13,1.0,1.0,,7.0,0.438518,0.438518,0,Moderate
10755.0,689.8102,35,1.0,3.0,,5.0,0.5411455,0.5411455,0,High
10760.0,180.9597,12,1.0,6.0,,2.0,0.6041904,0.6041904,0,High
10766.0,1767.1292,24,1.0,3.0,,4.0,0.7207077,0.7207077,1,Very high
10768.0,783.3473,59,6.0,7.0,,7.0,0.8362554,0.8362554,1,Very high
10774.0,68.5219,12,1.0,4.0,3,5.0,0.6626878,0.6626878,1,High
10780.0,50.1622,11,1.0,7.0,,4.0,0.8594406,0.8594406,1,Very high
10781.0,345.6102,12,6.0,1.0,,4.0,0.9028485,0.9028485,1,Very high
10782.0,841.0117,35,3.0,4.0,,5.0,0.7899829,0.7899829,1,Very high
10789.0,139.2618,10,1.0,5.0,,6.0,0.7344712,0.7344712,1,Very high
10790.0,319.0095,46,1.0,5.0,,2.0,0.7860309,0.7860309,1,Very high
10795.0,1020.1224,24,1.0,3.0,,2.0,0.7843934,0.7843934,1,Very high
10796.0,318.4179,12,1.0,5.0,9,5.0,0.5966927,0.5966927,0,High
10797.0,121.8336,12,2.0,4.0,,5.0,0.7353964,0.7353964,1,Very high
10800.0,130.5984,47,2.0,3.0,,5.0,0.8463385,0.8463385,1,Very high
10801.0,3233.8792,46,1.0,1.0,,1.0,0.6656927,0.6656927,1,High
10804.0,967.3473,35,6.0,4.0,,7.0,0.8055976,0.8055976,1,Very high
10810.0,289.3957,48,2.0,1.0,,7.0,0.8417016,0.8417016,1,Very high
10811.0,261.9604,12,1.0,1.0,9,7.0,0.36978236,0.36978236,0,Moderate
10812.0,880.353,35,3.0,2.0,,6.0,0.70192343,0.70192343,1,Very high
10813.0,2584.9322,24,1.0,2.0,,6.0,0.5434706,0.5434706,0,High
10814.0,2272.5802,35,1.0,1.0,,7.0,0.74605334,0.74605334,1,Very high
10815.0,182.4144,12,5.0,3.0,1,6.0,0.86501944,0.86501944,1,Very high
10820.0,169.571,59,6.0,3.0,,7.0,0.9302177,0.9302177,1,Very high
10823.0,123.5464,12,1.0,3.0,,4.0,0.47619835,0.47619835,0,Moderate
10824.0,964.9858,12,5.0,1.0,,6.0,0.67779446,0.67779446,1,High
10825.0,354.8892,13,2.0,1.0,,4.0,0.80170447,0.80170447,1,Very high
10837.0,613.5778,13,6.0,6.0,,3.0,0.8659643,0.8659643,1,Very high
10840.0,2666.4162,35,1.0,1.0,4,6.0,0.5836225,0.5836225,0,High
10841.0,2984.5216,35,1.0,1.0,,3.0,0.6601208,0.6601208,1,High
10843.0,281.2942,47,1.0,6.0,,5.0,0.80624056,0.80624056,1,Very high
10846.0,988.6614,24,1.0,4.0,,4.0,0.79938453,0.79938453,1,Very high
10847.0,661.8541,12,1.0,3.0,,2.0,0.14874217,0.14874217,0,Low
10849.0,160.1465,12,1.0,1.0,,5.0,0.8320139,0.8320139,1,Very high
10852.0,860.4862,48,1.0,5.0,,4.0,0.4439819,0.4439819,0,Moderate
10858.0,2505.5509,35,5.0,1.0,,7.0,0.8955538,0.8955538,1,Very high
10866.0,8018.981,35,1.0,1.0,,1.0,0.12311114,0.12311114,0,Low
10867.0,918.2715,35,1.0,4.0,,6.0,0.5106555,0.5106555,0,High
10879.0,1403.0618,35,5.0,3.0,,2.0,0.8048921,0.8048921,1,Very high
10880.0,362.9136,13,2.0,2.0,,5.0,0.70777243,0.70777243,1,Very high
10882.0,177.978,46,3.0,5.0,,5.0,0.6829928,0.6829928,1,High
10886.0,660.2892,35,2.0,4.0,,3.0,0.6670909,0.6670909,1,High
10888.0,490.5414,47,2.0,3.0,,5.0,0.78417534,0.78417534,1,Very high
10891.0,1860.4612,48,6.0,2.0,,7.0,0.8339447,0.8339447,1,Very high
10895.0,154.5028,13,2.0,1.0,,5.0,0.54300946,0.54300946,0,High
10903.0,301.602,47,1.0,2.0,,4.0,0.40766257,0.40766257,0,Moderate
10904.0,57.1461,11,3.0,3.0,,5.0,0.8478598,0.8478598,1,Very high
10911.0,84.3452,13,3.0,4.0,,6.0,0.85886735,0.85886735,1,Very high
10918.0,1602.3105,12,1.0,1.0,9,1.0,0.48940858,0.48940858,0,Moderate
10924.0,165.8387,13,1.0,2.0,,4.0,0.50288576,0.50288576,0,High
10929.0,448.7859,59,1.0,5.0,,4.0,0.7569973,0.7569973,1,Very high
10930.0,1645.0404,35,6.0,2.0,,4.0,0.88633347,0.88633347,1,Very high
10934.0,493.0112,46,1.0,2.0,,2.0,0.35125503,0.35125503,0,Moderate
10935.0,1508.0384,35,1.0,5.0,,5.0,0.7268799,0.7268799,1,Very high
10938.0,4133.5688,35,6.0,5.0,,3.0,0.93395174,0.93395174,1,Very high
10942.0,84.4019,11,1.0,1.0,,5.0,0.7345419,0.7345419,1,Very high
10947.0,106.7607,10,2.0,4.0,,5.0,0.9017581,0.9017581,1,Very high
10951.0,111.3626,13,1.0,4.0,8,7.0,0.5565031,0.5565031,0,High
10954.0,139.014,13,1.0,5.0,,4.0,0.6720115,0.6720115,1,High
10959.0,122.2184,12,1.0,3.0,9,6.0,0.5657256,0.5657256,0,High
10968.0,1221.0995,12,1.0,1.0,,1.0,0.17993331,0.17993331,0,Low
10969.0,148.0653,12,6.0,2.0,,4.0,0.92283726,0.92283726,1,Very high
10971.0,66.2936,11,6.0,3.0,8,7.0,0.88789254,0.88789254,1,Very high
10972.0,285.215,48,6.0,4.0,9,5.0,0.89482504,0.89482504,1,Very high
10976.0,4984.9554,48,6.0,2.0,,3.0,0.8549087,0.8549087,1,Very high
10977.0,1190.1588,35,1.0,7.0,,4.0,0.5096842,0.5096842,0,High
10979.0,1201.9551,35,2.0,4.0,,3.0,0.90330404,0.90330404,1,Very high
10980.0,65.5967,12,2.0,4.0,,6.0,0.7131527,0.7131527,1,Very high
10984.0,181.6377,13,1.0,4.0,,5.0,0.6544646,0.6544646,1,High
10988.0,367.8242,46,1.0,2.0,,5.0,0.765958,0.765958,1,Very high
10991.0,132.0707,12,2.0,2.0,,5.0,0.7807746,0.7807746,1,Very high
10992.0,424.7106,48,1.0,2.0,,5.0,0.6743216,0.6743216,1,High
11002.0,288.1299,59,3.0,1.0,,5.0,0.85380536,0.85380536,1,Very high
11006.0,581.9897,59,1.0,2.0,,5.0,0.6363844,0.6363844,0,High
11013.0,909.286,35,2.0,3.0,,5.0,0.8945486,0.8945486,1,Very high
11023.0,218.2659,13,6.0,3.0,,4.0,0.90659904,0.90659904,1,Very high
11025.0,359.7687,11,2.0,1.0,5,1.0,0.6406125,0.6406125,0,High
11026.0,76.5475,11,1.0,2.0,,6.0,0.54720485,0.54720485,0,High
11030.0,680.0066,59,6.0,3.0,,4.0,0.9226592,0.9226592,1,Very high
11034.0,475.3019,35,1.0,4.0,,4.0,0.8834209,0.8834209,1,Very high
11035.0,1009.9909,35,1.0,7.0,,4.0,0.6671883,0.6671883,1,High
11038.0,153.4182,12,2.0,3.0,,5.0,0.7942601,0.7942601,1,Very high
11047.0,1732.0013,48,2.0,2.0,,2.0,0.8841453,0.8841453,1,Very high
11051.0,50.1187,11,6.0,2.0,,7.0,0.8974612,0.8974612,1,Very high
11056.0,395.3994,12,1.0,1.0,,5.0,0.43275377,0.43275377,0,Moderate
11060.0,987.8983,59,2.0,2.0,4,5.0,0.44102612,0.44102612,0,Moderate
11063.0,187.3446,12,1.0,4.0,5,3.0,0.80990195,0.80990195,1,Very high
11064.0,55.2431,11,2.0,1.0,,5.0,0.4816929,0.4816929,0,Moderate
11066.0,285.3271,10,6.0,3.0,,5.0,0.9065063,0.9065063,1,Very high
11070.0,4227.1484,35,6.0,1.0,,6.0,0.8585589,0.8585589,1,Very high
11078.0,114.3327,47,1.0,5.0,9,4.0,0.8283411,0.8283411,1,Very high
11080.0,343.2255,47,3.0,5.0,,5.0,0.8181078,0.8181078,1,Very high
11094.0,365.113,12,2.0,1.0,,6.0,0.71220183,0.71220183,1,Very high
11096.0,2381.2057,35,3.0,1.0,,5.0,0.7444893,0.7444893,1,Very high
11099.0,102.4984,46,1.0,3.0,,7.0,0.5348549,0.5348549,0,High
11104.0,1123.8772,35,1.0,5.0,,5.0,0.68650496,0.68650496,1,High
11109.0,278.8262,47,1.0,3.0,,4.0,0.76742625,0.76742625,1,Very high
11111.0,217.9762,11,2.0,5.0,,3.0,0.8091605,0.8091605,1,Very high
11114.0,293.8114,47,1.0,3.0,,2.0,0.47529012,0.47529012,0,Moderate
11115.0,152.4081,47,3.0,1.0,,5.0,0.7164863,0.7164863,1,Very high
11118.0,227.8668,11,1.0,3.0,,4.0,0.47535357,0.47535357,0,Moderate
11124.0,389.2559,59,1.0,4.0,,6.0,0.8512069,0.8512069,1,Very high
11125.0,461.1907,48,1.0,4.0,,4.0,0.71810985,0.71810985,1,Very high
11129.0,1574.1948,59,1.0,1.0,,4.0,0.53852963,0.53852963,0,High
11135.0,1474.565,35,1.0,5.0,7,4.0,0.735666,0.735666,1,Very high
11141.0,1158.8635,35,3.0,7.0,,5.0,0.6264675,0.6264675,0,High
11143.0,360.8042,35,3.0,3.0,,6.0,0.90606284,0.90606284,1,Very high
11148.0,2675.0589,24,1.0,1.0,9,5.0,0.5964714,0.5964714,0,High
11150.0,313.3483,13,2.0,1.0,,5.0,0.80452204,0.80452204,1,Very high
11152.0,499.7986,59,3.0,4.0,,4.0,0.8739417,0.8739417,1,Very high
11154.0,2327.1083,35,3.0,1.0,,6.0,0.811629,0.811629,1,Very high
11156.0,1066.5357,59,1.0,1.0,9,5.0,0.76294833,0.76294833,1,Very high
11157.0,1068.9594,35,1.0,7.0,,4.0,0.7982618,0.7982618,1,Very high
11169.0,262.2708,48,1.0,5.0,,4.0,0.6786195,0.6786195,1,High
11171.0,257.5454,46,2.0,2.0,,6.0,0.77897704,0.77897704,1,Very high
11181.0,643.0314,35,1.0,5.0,,5.0,0.3572686,0.3572686,0,Moderate
11182.0,1809.9031,35,2.0,5.0,4,5.0,0.66206485,0.66206485,1,High
11185.0,207.7709,47,6.0,2.0,,3.0,0.9466129,0.9466129,1,Very high
11186.0,4751.126,24,2.0,5.0,,4.0,0.8612387,0.8612387,1,Very high
11187.0,1424.1312,24,6.0,1.0,,5.0,0.87629116,0.87629116,1,Very high
11188.0,309.0485,59,1.0,2.0,,6.0,0.7061962,0.7061962,1,Very high
11191.0,849.5639,35,2.0,7.0,,5.0,0.83998317,0.83998317,1,Very high
11194.0,25.2179,10,4.0,2.0,,5.0,0.87458944,0.87458944,1,Very high
11195.0,489.7972,59,1.0,4.0,,5.0,0.65106404,0.65106404,1,High
11208.0,212.048,13,3.0,1.0,,5.0,0.5768373,0.5768373,0,High
11210.0,259.8846,10,2.0,1.0,,3.0,0.74397314,0.74397314,1,Very high
11217.0,109.3062,10,1.0,7.0,9,4.0,0.7562529,0.7562529,1,Very high
11220.0,151.0786,10,2.0,3.0,,4.0,0.6530996,0.6530996,1,High
11224.0,1138.0346,35,5.0,2.0,,2.0,0.8859445,0.8859445,1,Very high
11230.0,1392.5691,24,3.0,3.0,,4.0,0.92237383,0.92237383,1,Very high
11232.0,1037.4793,35,1.0,2.0,7,6.0,0.18362343,0.18362343,0,Low
11234.0,1068.3683,48,1.0,1.0,,5.0,0.88514596,0.88514596,1,Very high
11236.0,1891.5206,35,3.0,3.0,1,7.0,0.88598794,0.88598794,1,Very high
11238.0,994.8248,59,1.0,3.0,,3.0,0.23993804,0.23993804,0,Low
11239.0,122.9323,47,1.0,4.0,9,6.0,0.5359559,0.5359559,0,High
11246.0,1022.5827,48,1.0,5.0,,2.0,0.8072584,0.8072584,1,Very high
11248.0,406.9998,48,1.0,1.0,,6.0,0.3483704,0.3483704,0,Moderate
11252.0,450.6712,12,2.0,3.0,,3.0,0.91323024,0.91323024,1,Very high
11253.0,316.9505,48,1.0,7.0,,4.0,0.7744394,0.7744394,1,Very high
11256.0,1537.1728,35,4.0,2.0,,2.0,0.92671597,0.92671597,1,Very high
11257.0,596.7068,59,2.0,1.0,,6.0,0.73160744,0.73160744,1,Very high
11263.0,110.776,46,1.0,2.0,,5.0,0.5452405,0.5452405,0,High
11267.0,1244.028,24,1.0,2.0,,6.0,0.71191263,0.71191263,1,Very high
11268.0,1301.2121,35,1.0,2.0,,5.0,0.83643925,0.83643925,1,Very high
11269.0,83.0701,11,1.0,2.0,,5.0,0.5797724,0.5797724,0,High
11271.0,266.0839,10,1.0,5.0,,4.0,0.72517645,0.72517645,1,Very high
11272.0,1018.0216,35,2.0,2.0,,6.0,0.5698206,0.5698206,0,High
11273.0,222.3249,10,1.0,3.0,,5.0,0.26591006,0.26591006,0,Low
11274.0,143.2965,13,1.0,4.0,,3.0,0.52913165,0.52913165,0,High
11276.0,82.5152,11,3.0,1.0,,6.0,0.7964533,0.7964533,1,Very high
11283.0,425.4408,47,1.0,3.0,3,5.0,0.7040553,0.7040553,1,Very high
11285.0,68.3837,10,6.0,3.0,,6.0,0.87619895,0.87619895,1,Very high
11289.0,170.6067,10,2.0,2.0,,6.0,0.8573625,0.8573625,1,Very high
11290.0,459.8864,47,1.0,3.0,,5.0,0.7275653,0.7275653,1,Very high
11293.0,249.9585,10,3.0,1.0,,5.0,0.862276,0.862276,1,Very high
11294.0,643.6025,59,5.0,2.0,,5.0,0.94895786,0.94895786,1,Very high
11301.0,78.1434,10,3.0,4.0,,3.0,0.8911748,0.8911748,1,Very high
11302.0,2233.3096,46,2.0,1.0,,1.0,0.47770163,0.47770163,0,Moderate
11311.0,251.7295,48,1.0,3.0,,5.0,0.76844406,0.76844406,1,Very high
11316.0,946.0821,48,6.0,2.0,,4.0,0.90602213,0.90602213,1,Very high
11320.0,65.1606,11,1.0,2.0,9,5.0,0.6659884,0.6659884,1,High
11321.0,83.951,11,1.0,2.0,,6.0,0.70964426,0.70964426,1,Very high
11329.0,1286.5929,24,6.0,3.0,,6.0,0.78436804,0.78436804,1,Very high
11333.0,997.9581,35,3.0,5.0,,3.0,0.85504,0.85504,1,Very high
11335.0,322.137,12,1.0,2.0,,5.0,0.9026705,0.9026705,1,Very high
11336.0,663.9335,35,1.0,3.0,,5.0,0.4559183,0.4559183,0,Moderate
11340.0,618.4593,47,6.0,3.0,,6.0,0.8809179,0.8809179,1,Very high
11341.0,518.8643,47,2.0,4.0,,2.0,0.9171771,0.9171771,1,Very high
11350.0,2978.9072,35,1.0,3.0,,2.0,0.8231192,0.8231192,1,Very high
11355.0,483.8927,12,3.0,1.0,,5.0,0.7774344,0.7774344,1,Very high
11360.0,142.9144,12,2.0,2.0,,6.0,0.80796474,0.80796474,1,Very high
11367.0,17.3681,11,2.0,3.0,,4.0,0.90159446,0.90159446,1,Very high
11371.0,1267.9514,35,1.0,2.0,,7.0,0.4259375,0.4259375,0,Moderate
11372.0,655.0885,24,1.0,4.0,,7.0,0.51948094,0.51948094,0,High
11384.0,756.506,59,1.0,4.0,,3.0,0.8278875,0.8278875,1,Very high
11387.0,844.1374,10,5.0,2.0,,4.0,0.8775715,0.8775715,1,Very high
11388.0,1018.5763,35,1.0,7.0,,6.0,0.70651305,0.70651305,1,Very high
11389.0,2708.1047,35,1.0,2.0,,5.0,0.51875687,0.51875687,0,High
11392.0,485.8593,59,1.0,5.0,,5.0,0.8930323,0.8930323,1,Very high
11393.0,179.7124,47,1.0,4.0,,4.0,0.7738607,0.7738607,1,Very high
11394.0,536.4556,59,1.0,4.0,5,5.0,0.6486375,0.6486375,0,High
11402.0,450.4097,48,6.0,7.0,,5.0,0.8859006,0.8859006,1,Very high
11403.0,677.5048,59,1.0,6.0,,5.0,0.8003837,0.8003837,1,Very high
11412.0,107.4491,10,1.0,3.0,,5.0,0.58276725,0.58276725,0,High
11419.0,179.2654,48,1.0,1.0,,4.0,0.846973,0.846973,1,Very high
11425.0,408.6508,10,1.0,2.0,,3.0,0.51688004,0.51688004,0,High
11428.0,231.7523,13,1.0,1.0,,6.0,0.698418,0.698418,1,High
11432.0,1129.2318,59,1.0,4.0,,2.0,0.7274382,0.7274382,1,Very high
11442.0,433.8141,12,6.0,1.0,,3.0,0.9185393,0.9185393,1,Very high
11444.0,159.2822,10,1.0,5.0,,4.0,0.3989981,0.3989981,0,Moderate
11445.0,2514.479,47,3.0,1.0,,1.0,0.8995039,0.8995039,1,Very high
11458.0,3639.0856,24,1.0,6.0,,4.0,0.7142703,0.7142703,1,Very high
11460.0,1314.379,35,2.0,3.0,9,5.0,0.856159,0.856159,1,Very high
11461.0,2223.4618,48,4.0,5.0,,3.0,0.82091033,0.82091033,1,Very high
11462.0,105.2147,12,1.0,4.0,9,4.0,0.89073366,0.89073366,1,Very high
11468.0,1638.5205,48,5.0,6.0,,4.0,0.78550637,0.78550637,1,Very high
11471.0,72.0897,10,2.0,3.0,,6.0,0.7753298,0.7753298,1,Very high
11475.0,2659.2579,35,4.0,1.0,9,5.0,0.91937006,0.91937006,1,Very high
11476.0,1486.9806,48,1.0,2.0,2,6.0,0.4001318,0.4001318,0,Moderate
11484.0,1107.9082,35,1.0,3.0,1,6.0,0.7529348,0.7529348,1,Very high
11487.0,326.2086,47,1.0,4.0,,2.0,0.664141,0.664141,1,High
11493.0,4026.6593,35,1.0,2.0,5,4.0,0.4919684,0.4919684,0,Moderate
11501.0,261.715,46,3.0,3.0,,7.0,0.80309314,0.80309314,1,Very high
11507.0,850.5825,48,2.0,2.0,,5.0,0.8567639,0.8567639,1,Very high
11508.0,197.2037,13,1.0,7.0,,4.0,0.6071742,0.6071742,0,High
11513.0,1361.7931,13,1.0,1.0,5,1.0,0.67337394,0.67337394,1,High
11515.0,779.3098,59,1.0,3.0,,2.0,0.8397888,0.8397888,1,Very high
11520.0,1170.974,35,1.0,5.0,,3.0,0.30561045,0.30561045,0,Moderate
11522.0,926.2584,48,1.0,7.0,,6.0,0.58093697,0.58093697,0,High
