PUMFID,WGHT_PER,PRV,HAP_10C,TTLINCG1,PRA_10GR,AGEGR10,predicted_probability_raw,predicted_probability,predicted_label,risk_band
4.0,165.3536,47,4.0,1.0,,6.0,0.8655384,0.8655384,1,Very high
6.0,4302.0692,35,1.0,3.0,,1.0,0.6363443,0.6363443,0,High
9.0,1402.6938,48,3.0,1.0,,4.0,0.9043933,0.9043933,1,Very high
11.0,970.1378,35,3.0,7.0,,5.0,0.73380446,0.73380446,1,Very high
14.0,189.2808,11,1.0,2.0,,3.0,0.44471803,0.44471803,0,Moderate
15.0,1254.4845,35,1.0,4.0,,3.0,0.85670215,0.85670215,1,Very high
16.0,336.0888,12,1.0,2.0,,4.0,0.8276017,0.8276017,1,Very high
19.0,535.2547,35,2.0,3.0,,7.0,0.7688965,0.7688965,1,Very high
25.0,741.7658,48,1.0,7.0,,5.0,0.6104585,0.6104585,0,High
26.0,1725.8681,24,2.0,1.0,,6.0,0.78820515,0.78820515,1,Very high
31.0,1954.3713,24,2.0,3.0,9,2.0,0.7319534,0.7319534,1,Very high
32.0,526.1752,12,6.0,1.0,,4.0,0.9205739,0.9205739,1,Very high
36.0,203.6167,13,1.0,2.0,,6.0,0.5442965,0.5442965,0,High
41.0,1350.0844,35,1.0,2.0,,3.0,0.5366334,0.5366334,0,High
48.0,2519.2392,35,1.0,1.0,,3.0,0.6760526,0.6760526,1,High
50.0,560.2604,59,1.0,2.0,,5.0,0.41040838,0.41040838,0,Moderate
53.0,151.1451,12,6.0,2.0,,3.0,0.943256,0.943256,1,Very high
55.0,433.8261,59,1.0,6.0,,4.0,0.720393,0.720393,1,Very high
57.0,63.7972,47,1.0,3.0,3,5.0,0.55929244,0.55929244,0,High
63.0,855.3997,59,2.0,3.0,,5.0,0.6704327,0.6704327,1,High
66.0,2544.4379,59,1.0,1.0,4,5.0,0.67713255,0.67713255,1,High
68.0,12456.759,35,6.0,2.0,,5.0,0.77579784,0.77579784,1,Very high
73.0,462.9354,48,3.0,6.0,,5.0,0.81835896,0.81835896,1,Very high
78.0,50.8005,11,1.0,3.0,,5.0,0.5652416,0.5652416,0,High
79.0,1043.0917,59,2.0,2.0,9,7.0,0.78221565,0.78221565,1,Very high
82.0,124.3086,11,1.0,1.0,,7.0,0.70383644,0.70383644,1,Very high
83.0,1079.9387,35,1.0,3.0,,5.0,0.8857301,0.8857301,1,Very high
90.0,51.9783,11,1.0,3.0,,7.0,0.44359177,0.44359177,0,Moderate
93.0,140.431,46,4.0,2.0,,7.0,0.8392042,0.8392042,1,Very high
94.0,111.881,47,3.0,2.0,,6.0,0.8446445,0.8446445,1,Very high
96.0,1741.5897,24,1.0,1.0,,6.0,0.55873054,0.55873054,0,High
98.0,652.0942,59,2.0,2.0,,3.0,0.770072,0.770072,1,Very high
105.0,313.3524,46,1.0,6.0,,5.0,0.7375153,0.7375153,1,Very high
108.0,235.6227,13,4.0,3.0,,5.0,0.87975,0.87975,1,Very high
109.0,854.132,59,3.0,4.0,,7.0,0.6205227,0.6205227,0,High
117.0,1809.4371,35,1.0,1.0,9,3.0,0.5569446,0.5569446,0,High
119.0,134.4211,12,1.0,6.0,,5.0,0.35510907,0.35510907,0,Moderate
120.0,20.8862,11,1.0,3.0,,4.0,0.7649667,0.7649667,1,Very high
124.0,3697.5186,35,1.0,1.0,,4.0,0.4177087,0.4177087,0,Moderate
125.0,1111.43,35,1.0,6.0,,5.0,0.8102908,0.8102908,1,Very high
129.0,1443.4409,48,2.0,5.0,,5.0,0.80252594,0.80252594,1,Very high
134.0,104.6579,12,1.0,3.0,,6.0,0.82258433,0.82258433,1,Very high
138.0,1554.6409,24,1.0,1.0,,6.0,0.74575794,0.74575794,1,Very high
139.0,696.737,35,3.0,7.0,,4.0,0.69983846,0.69983846,1,High
141.0,721.867,24,1.0,5.0,,5.0,0.6116013,0.6116013,0,High
146.0,4410.4166,48,1.0,1.0,,2.0,0.7770371,0.7770371,1,Very high
157.0,1572.3637,35,1.0,3.0,,3.0,0.24270904,0.24270904,0,Low
168.0,219.4924,10,4.0,2.0,,5.0,0.8931762,0.8931762,1,Very high
176.0,45.405,10,2.0,2.0,,5.0,0.76930934,0.76930934,1,Very high
180.0,780.5084,59,6.0,2.0,,7.0,0.8984318,0.8984318,1,Very high
182.0,893.5045,12,2.0,1.0,1,5.0,0.79120344,0.79120344,1,Very high
184.0,287.1422,13,1.0,2.0,,6.0,0.5221607,0.5221607,0,High
185.0,870.571,24,1.0,2.0,,7.0,0.5384597,0.5384597,0,High
190.0,1437.9584,13,1.0,1.0,,1.0,0.3418718,0.3418718,0,Moderate
201.0,685.8923,24,1.0,3.0,,6.0,0.4506215,0.4506215,0,Moderate
202.0,2837.1047,35,1.0,2.0,,3.0,0.67453206,0.67453206,1,High
209.0,1889.5896,35,1.0,4.0,,3.0,0.5794737,0.5794737,0,High
211.0,1155.3478,48,4.0,1.0,,3.0,0.87646693,0.87646693,1,Very high
215.0,1227.1934,59,1.0,1.0,,5.0,0.7221122,0.7221122,1,Very high
216.0,1416.5471,35,1.0,3.0,,5.0,0.71489584,0.71489584,1,Very high
219.0,1326.5994,59,1.0,1.0,,2.0,0.8049851,0.8049851,1,Very high
221.0,461.3614,35,1.0,3.0,,5.0,0.88772225,0.88772225,1,Very high
225.0,783.4853,59,4.0,2.0,,6.0,0.950464,0.950464,1,Very high
232.0,397.7678,13,3.0,2.0,,6.0,0.79802006,0.79802006,1,Very high
233.0,317.9837,47,1.0,5.0,,3.0,0.58905804,0.58905804,0,High
235.0,164.9834,47,1.0,2.0,,6.0,0.46741912,0.46741912,0,Moderate
236.0,734.7214,59,1.0,7.0,9,7.0,0.62068856,0.62068856,0,High
237.0,592.0853,35,3.0,2.0,,6.0,0.86266285,0.86266285,1,Very high
239.0,373.9116,47,1.0,6.0,,3.0,0.33953893,0.33953893,0,Moderate
242.0,75.1157,13,6.0,2.0,,7.0,0.8236388,0.8236388,1,Very high
243.0,606.0842,46,1.0,1.0,,4.0,0.6060749,0.6060749,0,High
244.0,136.6872,47,3.0,1.0,,7.0,0.8878168,0.8878168,1,Very high
250.0,69.6067,10,2.0,3.0,,7.0,0.6420381,0.6420381,0,High
252.0,153.0867,10,4.0,2.0,,4.0,0.9317719,0.9317719,1,Very high
255.0,1971.3098,35,5.0,4.0,9,3.0,0.96035415,0.96035415,1,Very high
256.0,414.5968,48,6.0,7.0,,7.0,0.88964295,0.88964295,1,Very high
257.0,2424.4018,24,4.0,5.0,,4.0,0.96061206,0.96061206,1,Very high
260.0,1400.2809,59,3.0,2.0,9,4.0,0.84258765,0.84258765,1,Very high
264.0,4843.2338,24,1.0,1.0,,5.0,0.6725138,0.6725138,1,High
269.0,793.1504,24,1.0,2.0,,6.0,0.29773074,0.29773074,0,Low
270.0,812.2318,35,4.0,1.0,4,6.0,0.89765304,0.89765304,1,Very high
273.0,1895.2276,35,1.0,5.0,,4.0,0.55639946,0.55639946,0,High
276.0,1855.0905,59,2.0,2.0,,3.0,0.8289827,0.8289827,1,Very high
279.0,685.0991,48,2.0,4.0,,5.0,0.86106986,0.86106986,1,Very high
285.0,696.3456,48,3.0,7.0,,5.0,0.7857458,0.7857458,1,Very high
288.0,373.9317,46,1.0,4.0,,5.0,0.59588903,0.59588903,0,High
290.0,844.6025,35,1.0,4.0,,7.0,0.3953682,0.3953682,0,Moderate
293.0,1403.9157,48,2.0,2.0,,4.0,0.9001789,0.9001789,1,Very high
295.0,202.1876,13,3.0,3.0,,4.0,0.9241397,0.9241397,1,Very high
296.0,1600.5819,47,1.0,3.0,,4.0,0.8131084,0.8131084,1,Very high
301.0,2351.1488,35,3.0,3.0,,4.0,0.8241664,0.8241664,1,Very high
305.0,521.3979,48,2.0,7.0,,6.0,0.68979585,0.68979585,1,High
321.0,3802.7977,24,6.0,1.0,,5.0,0.90696716,0.90696716,1,Very high
323.0,357.339,47,1.0,2.0,,5.0,0.6383596,0.6383596,0,High
330.0,62.0943,13,1.0,6.0,,4.0,0.844307,0.844307,1,Very high
335.0,784.5669,59,1.0,6.0,4,5.0,0.77759683,0.77759683,1,Very high
341.0,1099.6454,48,4.0,3.0,,2.0,0.8305172,0.8305172,1,Very high
342.0,319.6666,13,1.0,3.0,,3.0,0.2861379,0.2861379,0,Low
348.0,10306.8873,35,1.0,1.0,,2.0,0.2380452,0.2380452,0,Low
349.0,322.5873,12,1.0,4.0,1,3.0,0.80723614,0.80723614,1,Very high
350.0,142.4238,11,1.0,1.0,,1.0,0.4672732,0.4672732,0,Moderate
351.0,184.6118,47,1.0,4.0,,6.0,0.31468886,0.31468886,0,Moderate
359.0,164.4949,13,3.0,2.0,,5.0,0.87787926,0.87787926,1,Very high
360.0,298.8489,47,1.0,1.0,,2.0,0.6964639,0.6964639,1,High
363.0,369.2962,48,1.0,5.0,,5.0,0.75326186,0.75326186,1,Very high
366.0,74.6931,10,2.0,7.0,,5.0,0.74782187,0.74782187,1,Very high
369.0,1803.5393,24,1.0,1.0,,5.0,0.70142055,0.70142055,1,Very high
370.0,1296.9672,35,5.0,3.0,,6.0,0.8833309,0.8833309,1,Very high
372.0,379.2536,59,4.0,5.0,,4.0,0.9256122,0.9256122,1,Very high
375.0,315.8888,46,1.0,2.0,,7.0,0.21311955,0.21311955,0,Low
382.0,680.7368,59,1.0,1.0,,2.0,0.7621322,0.7621322,1,Very high
393.0,3004.6887,35,1.0,2.0,5,2.0,0.67341137,0.67341137,1,High
400.0,934.705,24,1.0,4.0,4,7.0,0.50119716,0.50119716,0,High
402.0,114.2305,13,1.0,1.0,9,5.0,0.4998863,0.4998863,0,Moderate
408.0,841.5779,24,1.0,2.0,,3.0,0.7509611,0.7509611,1,Very high
410.0,204.4376,10,2.0,3.0,,4.0,0.8294772,0.8294772,1,Very high
413.0,295.9422,48,1.0,2.0,,5.0,0.82932955,0.82932955,1,Very high
416.0,1536.8941,48,1.0,3.0,9,1.0,0.711807,0.711807,1,Very high
418.0,886.9249,46,1.0,1.0,,1.0,0.50925815,0.50925815,0,High
423.0,1850.6279,35,1.0,4.0,,3.0,0.83004373,0.83004373,1,Very high
427.0,399.4436,46,4.0,2.0,,3.0,0.9410144,0.9410144,1,Very high
429.0,233.6253,48,2.0,5.0,,5.0,0.71519744,0.71519744,1,Very high
438.0,445.1833,13,2.0,2.0,,6.0,0.76136607,0.76136607,1,Very high
440.0,69.3132,11,1.0,3.0,,5.0,0.6519639,0.6519639,1,High
448.0,4910.1284,35,5.0,3.0,,4.0,0.8743246,0.8743246,1,Very high
451.0,229.1487,47,1.0,3.0,,6.0,0.3108153,0.3108153,0,Moderate
455.0,1019.2472,48,1.0,4.0,,6.0,0.5594877,0.5594877,0,High
461.0,1215.3457,59,1.0,6.0,,7.0,0.2803046,0.2803046,0,Low
468.0,139.88,47,1.0,7.0,,5.0,0.5356024,0.5356024,0,High
478.0,1116.0185,47,1.0,2.0,,2.0,0.2941801,0.2941801,0,Low
484.0,1803.2454,35,6.0,1.0,,6.0,0.8039926,0.8039926,1,Very high
491.0,446.9657,13,1.0,3.0,,4.0,0.55038846,0.55038846,0,High
495.0,97.149,11,2.0,2.0,,3.0,0.7740148,0.7740148,1,Very high
498.0,101.1951,13,6.0,1.0,,7.0,0.86442775,0.86442775,1,Very high
501.0,921.2839,35,1.0,4.0,,6.0,0.361934,0.361934,0,Moderate
502.0,241.5644,47,1.0,5.0,,4.0,0.86382186,0.86382186,1,Very high
504.0,975.8858,48,1.0,7.0,9,6.0,0.4531297,0.4531297,0,Moderate
505.0,1230.8905,24,4.0,4.0,,4.0,0.8638467,0.8638467,1,Very high
510.0,470.1266,48,1.0,5.0,,5.0,0.6445391,0.6445391,0,High
511.0,179.6396,13,2.0,4.0,,5.0,0.7902936,0.7902936,1,Very high
513.0,1166.2659,35,1.0,2.0,,7.0,0.7913597,0.7913597,1,Very high
517.0,1051.0686,24,3.0,2.0,,7.0,0.87644666,0.87644666,1,Very high
521.0,172.2489,12,3.0,1.0,,5.0,0.6680811,0.6680811,1,High
533.0,1350.2018,35,1.0,3.0,,3.0,0.85730803,0.85730803,1,Very high
538.0,123.061,11,1.0,1.0,3,7.0,0.5025364,0.5025364,0,High
546.0,1106.6172,12,6.0,1.0,,3.0,0.9662231,0.9662231,1,Very high
551.0,2655.5622,24,6.0,1.0,1,5.0,0.86274487,0.86274487,1,Very high
553.0,541.3651,24,2.0,2.0,,6.0,0.56109595,0.56109595,0,High
555.0,761.5528,59,1.0,1.0,,5.0,0.7575047,0.7575047,1,Very high
556.0,89.6952,11,1.0,2.0,,6.0,0.20126083,0.20126083,0,Low
557.0,254.5781,59,1.0,2.0,,3.0,0.764556,0.764556,1,Very high
558.0,165.3123,13,1.0,3.0,,5.0,0.5308576,0.5308576,0,High
562.0,687.4626,24,1.0,2.0,,5.0,0.44590312,0.44590312,0,Moderate
566.0,1948.838,24,6.0,1.0,,4.0,0.93882227,0.93882227,1,Very high
567.0,1863.4975,47,1.0,3.0,,5.0,0.67217886,0.67217886,1,High
571.0,1937.7482,59,6.0,2.0,,7.0,0.876421,0.876421,1,Very high
579.0,984.8438,35,5.0,5.0,,5.0,0.7870152,0.7870152,1,Very high
591.0,26.403,13,3.0,2.0,,6.0,0.77645576,0.77645576,1,Very high
603.0,1290.2978,24,2.0,2.0,,7.0,0.7094362,0.7094362,1,Very high
604.0,1169.2619,48,1.0,2.0,,5.0,0.80052936,0.80052936,1,Very high
610.0,671.1399,10,1.0,2.0,,3.0,0.9043702,0.9043702,1,Very high
615.0,287.2085,46,2.0,2.0,,2.0,0.89684707,0.89684707,1,Very high
618.0,556.6915,48,1.0,2.0,,5.0,0.75854534,0.75854534,1,Very high
620.0,1194.4272,47,4.0,1.0,,4.0,0.7934026,0.7934026,1,Very high
621.0,328.6516,10,1.0,1.0,,1.0,0.23839578,0.23839578,0,Low
628.0,1931.006,35,1.0,5.0,,4.0,0.22074875,0.22074875,0,Low
632.0,216.9764,13,6.0,2.0,,4.0,0.92182356,0.92182356,1,Very high
635.0,95.3215,12,5.0,3.0,,6.0,0.7850063,0.7850063,1,Very high
636.0,357.4549,12,6.0,2.0,,5.0,0.8759639,0.8759639,1,Very high
637.0,673.6378,35,1.0,4.0,,3.0,0.5395801,0.5395801,0,High
641.0,437.2224,35,6.0,3.0,2,6.0,0.75525266,0.75525266,1,Very high
642.0,612.5987,48,1.0,3.0,,5.0,0.62453926,0.62453926,0,High
644.0,1535.3824,35,1.0,7.0,,3.0,0.8550601,0.8550601,1,Very high
645.0,1230.3117,35,1.0,2.0,,5.0,0.5521062,0.5521062,0,High
646.0,508.093,35,3.0,6.0,,5.0,0.8802283,0.8802283,1,Very high
649.0,1264.5775,59,1.0,6.0,,4.0,0.7197443,0.7197443,1,Very high
650.0,2152.4541,48,1.0,1.0,,5.0,0.83009636,0.83009636,1,Very high
653.0,826.526,24,2.0,2.0,,7.0,0.62027043,0.62027043,0,High
655.0,313.6963,46,1.0,2.0,,6.0,0.77189606,0.77189606,1,Very high
665.0,924.2601,24,1.0,4.0,,4.0,0.6323339,0.6323339,0,High
670.0,916.0177,35,1.0,2.0,,5.0,0.3999745,0.3999745,0,Moderate
674.0,88.3188,12,2.0,2.0,,6.0,0.6783648,0.6783648,1,High
682.0,280.9057,12,3.0,1.0,,5.0,0.7936424,0.7936424,1,Very high
690.0,1372.0921,48,1.0,7.0,,3.0,0.7414716,0.7414716,1,Very high
692.0,898.0109,35,6.0,1.0,,7.0,0.91532505,0.91532505,1,Very high
693.0,1664.1563,35,4.0,1.0,,6.0,0.7781394,0.7781394,1,Very high
694.0,3406.1877,24,1.0,2.0,,4.0,0.47209272,0.47209272,0,Moderate
700.0,1741.8769,24,1.0,1.0,,3.0,0.58832157,0.58832157,0,High
701.0,1551.5553,59,1.0,1.0,,3.0,0.81248724,0.81248724,1,Very high
702.0,1990.7761,35,5.0,2.0,,7.0,0.89791995,0.89791995,1,Very high
703.0,236.9548,47,1.0,2.0,8,7.0,0.30914047,0.30914047,0,Moderate
704.0,747.2673,48,6.0,2.0,,7.0,0.8573727,0.8573727,1,Very high
716.0,74.7049,11,1.0,2.0,,7.0,0.45176643,0.45176643,0,Moderate
717.0,302.9622,12,3.0,2.0,,6.0,0.77740645,0.77740645,1,Very high
719.0,808.988,59,3.0,3.0,,4.0,0.95507824,0.95507824,1,Very high
723.0,214.7051,47,2.0,7.0,,6.0,0.6046608,0.6046608,0,High
724.0,100.4773,10,1.0,2.0,,5.0,0.67117393,0.67117393,1,High
731.0,320.285,59,1.0,2.0,1,7.0,0.573936,0.573936,0,High
733.0,622.2043,35,6.0,7.0,,4.0,0.87712145,0.87712145,1,Very high
738.0,410.4138,59,2.0,6.0,,7.0,0.8526827,0.8526827,1,Very high
739.0,113.2179,13,2.0,2.0,,2.0,0.82424027,0.82424027,1,Very high
743.0,245.8162,47,1.0,1.0,,6.0,0.35202473,0.35202473,0,Moderate
744.0,523.1837,59,1.0,1.0,,4.0,0.6983179,0.6983179,1,High
746.0,117.2612,47,1.0,3.0,,6.0,0.7606209,0.7606209,1,Very high
747.0,169.5585,12,5.0,2.0,9,7.0,0.89158815,0.89158815,1,Very high
748.0,659.6351,48,1.0,3.0,9,6.0,0.6830805,0.6830805,1,High
751.0,2178.2144,24,1.0,5.0,,2.0,0.48781055,0.48781055,0,Moderate
752.0,326.3574,24,1.0,7.0,,4.0,0.8527672,0.8527672,1,Very high
755.0,166.4263,46,3.0,2.0,9,7.0,0.75934845,0.75934845,1,Very high
759.0,591.4689,24,1.0,2.0,9,6.0,0.4467867,0.4467867,0,Moderate
760.0,995.1163,35,5.0,3.0,,3.0,0.66560113,0.66560113,1,High
765.0,157.1302,47,2.0,5.0,,6.0,0.7425833,0.7425833,1,Very high
769.0,445.6004,46,6.0,3.0,,4.0,0.9263157,0.9263157,1,Very high
773.0,193.6028,12,2.0,5.0,,3.0,0.7770457,0.7770457,1,Very high
775.0,1563.3263,35,1.0,4.0,,5.0,0.88813555,0.88813555,1,Very high
786.0,452.6182,59,6.0,2.0,8,7.0,0.92353034,0.92353034,1,Very high
788.0,6844.0848,35,3.0,2.0,,6.0,0.7810889,0.7810889,1,Very high
792.0,695.3906,35,1.0,4.0,,7.0,0.6981317,0.6981317,1,High
794.0,266.9411,47,1.0,7.0,,5.0,0.6133858,0.6133858,0,High
797.0,483.0179,35,5.0,3.0,,5.0,0.87793034,0.87793034,1,Very high
801.0,1041.9874,24,2.0,3.0,,7.0,0.63687384,0.63687384,0,High
812.0,2613.4275,35,1.0,2.0,,6.0,0.3877904,0.3877904,0,Moderate
814.0,223.5953,47,1.0,6.0,9,4.0,0.89391756,0.89391756,1,Very high
815.0,1672.5362,48,2.0,2.0,,2.0,0.878139,0.878139,1,Very high
816.0,978.5871,24,1.0,4.0,,5.0,0.8141228,0.8141228,1,Very high
821.0,1592.4962,59,1.0,2.0,,2.0,0.8046569,0.8046569,1,Very high
823.0,148.8754,47,6.0,2.0,,5.0,0.4741585,0.4741585,0,Moderate
824.0,174.5947,48,6.0,5.0,,5.0,0.9269741,0.9269741,1,Very high
825.0,2583.9597,35,2.0,6.0,,5.0,0.8648094,0.8648094,1,Very high
827.0,111.5618,12,1.0,3.0,,5.0,0.64830875,0.64830875,0,High
828.0,729.2785,59,1.0,4.0,,4.0,0.82880366,0.82880366,1,Very high
836.0,221.0721,12,3.0,6.0,,4.0,0.9386999,0.9386999,1,Very high
838.0,246.1535,13,6.0,3.0,,5.0,0.861704,0.861704,1,Very high
841.0,1105.5652,12,2.0,1.0,,1.0,0.36058939,0.36058939,0,Moderate
842.0,2675.1539,24,3.0,4.0,,5.0,0.9143473,0.9143473,1,Very high
845.0,1295.699,59,2.0,1.0,,5.0,0.81199217,0.81199217,1,Very high
848.0,917.692,59,3.0,1.0,,5.0,0.88954586,0.88954586,1,Very high
851.0,246.9654,12,3.0,1.0,,6.0,0.7408747,0.7408747,1,Very high
861.0,2386.1656,35,2.0,1.0,,4.0,0.4133325,0.4133325,0,Moderate
862.0,120.771,11,2.0,1.0,,4.0,0.8649323,0.8649323,1,Very high
863.0,319.6776,46,1.0,1.0,,6.0,0.5774558,0.5774558,0,High
866.0,1197.7105,59,3.0,1.0,,7.0,0.8591271,0.8591271,1,Very high
867.0,2295.3704,24,1.0,2.0,,5.0,0.69505394,0.69505394,1,High
869.0,3728.1156,24,1.0,4.0,,4.0,0.8782814,0.8782814,1,Very high
870.0,535.4981,46,4.0,1.0,,3.0,0.95223826,0.95223826,1,Very high
875.0,1989.9468,35,1.0,1.0,,5.0,0.45734653,0.45734653,0,Moderate
880.0,332.1513,46,6.0,5.0,,5.0,0.9039188,0.9039188,1,Very high
883.0,5546.9534,35,6.0,3.0,,5.0,0.939512,0.939512,1,Very high
886.0,2565.9878,48,1.0,7.0,,5.0,0.6312053,0.6312053,0,High
893.0,1974.2872,59,1.0,4.0,3,3.0,0.829755,0.829755,1,Very high
894.0,171.1302,12,1.0,2.0,,7.0,0.7894344,0.7894344,1,Very high
899.0,414.598,47,2.0,2.0,,2.0,0.59551114,0.59551114,0,High
901.0,531.0678,59,1.0,7.0,,4.0,0.80496156,0.80496156,1,Very high
909.0,405.7461,35,1.0,5.0,,6.0,0.48128262,0.48128262,0,Moderate
910.0,425.5434,10,5.0,1.0,,2.0,0.8534933,0.8534933,1,Very high
911.0,1330.6098,35,2.0,1.0,,5.0,0.83863205,0.83863205,1,Very high
915.0,78.4546,11,1.0,2.0,,3.0,0.3613554,0.3613554,0,Moderate
928.0,45.7718,11,1.0,6.0,,5.0,0.7203386,0.7203386,1,Very high
929.0,486.0977,59,2.0,4.0,,4.0,0.79372925,0.79372925,1,Very high
930.0,197.7949,12,1.0,7.0,,7.0,0.640109,0.640109,0,High
933.0,258.3197,48,1.0,5.0,,4.0,0.7221803,0.7221803,1,Very high
934.0,633.3386,24,1.0,3.0,,4.0,0.48052195,0.48052195,0,Moderate
935.0,388.5087,10,1.0,3.0,,6.0,0.515103,0.515103,0,High
946.0,660.8222,24,6.0,2.0,,6.0,0.9034616,0.9034616,1,Very high
949.0,1186.468,24,3.0,2.0,,5.0,0.8198379,0.8198379,1,Very high
953.0,1226.9884,48,1.0,5.0,,6.0,0.47013846,0.47013846,0,Moderate
956.0,699.2453,46,1.0,1.0,,1.0,0.5985659,0.5985659,0,High
961.0,1190.3224,59,2.0,6.0,,4.0,0.9139643,0.9139643,1,Very high
966.0,314.4293,59,2.0,1.0,3,5.0,0.70581174,0.70581174,1,Very high
975.0,222.4052,47,1.0,4.0,,3.0,0.41034725,0.41034725,0,Moderate
976.0,664.3454,24,5.0,2.0,,7.0,0.8886575,0.8886575,1,Very high
977.0,1122.6849,48,1.0,4.0,,5.0,0.8027646,0.8027646,1,Very high
982.0,766.9111,12,3.0,7.0,,2.0,0.86936563,0.86936563,1,Very high
987.0,115.6262,47,1.0,6.0,,3.0,0.47908425,0.47908425,0,Moderate
996.0,1203.5351,35,1.0,4.0,,2.0,0.730655,0.730655,1,Very high
1001.0,2791.7541,59,5.0,5.0,,3.0,0.7535462,0.7535462,1,Very high
1003.0,4406.5648,24,2.0,1.0,,4.0,0.7335693,0.7335693,1,Very high
1004.0,1215.0568,24,3.0,3.0,,6.0,0.78507787,0.78507787,1,Very high
1005.0,166.548,13,1.0,3.0,,6.0,0.7276313,0.7276313,1,Very high
1006.0,138.3672,13,6.0,1.0,,3.0,0.8797785,0.8797785,1,Very high
1009.0,1258.87,59,1.0,3.0,,4.0,0.8921962,0.8921962,1,Very high
1010.0,1268.8067,48,1.0,2.0,,5.0,0.440518,0.440518,0,Moderate
1016.0,1135.2836,24,5.0,1.0,,4.0,0.8534163,0.8534163,1,Very high
1019.0,2729.1114,35,1.0,5.0,,4.0,0.7186125,0.7186125,1,Very high
1027.0,199.9579,48,1.0,2.0,,6.0,0.7115877,0.7115877,1,Very high
1028.0,2016.5065,24,1.0,1.0,,6.0,0.5001484,0.5001484,0,High
1030.0,164.4408,47,1.0,2.0,7,4.0,0.5991312,0.5991312,0,High
1034.0,609.5971,35,1.0,3.0,,5.0,0.5831274,0.5831274,0,High
1036.0,652.9711,24,1.0,7.0,,5.0,0.770058,0.770058,1,Very high
1038.0,1766.8178,24,6.0,3.0,,2.0,0.9551769,0.9551769,1,Very high
1044.0,1636.0635,24,2.0,2.0,,6.0,0.3731803,0.3731803,0,Moderate
1047.0,203.8011,10,1.0,4.0,,5.0,0.4630877,0.4630877,0,Moderate
1048.0,804.2189,59,1.0,2.0,,6.0,0.7930076,0.7930076,1,Very high
1049.0,2224.299,48,1.0,2.0,9,4.0,0.79895145,0.79895145,1,Very high
1058.0,1520.7659,24,2.0,2.0,,3.0,0.66935664,0.66935664,1,High
1059.0,579.6423,47,5.0,4.0,,3.0,0.9577087,0.9577087,1,Very high
1066.0,374.7248,10,2.0,7.0,,5.0,0.7067551,0.7067551,1,Very high
1075.0,877.2153,59,2.0,4.0,1,7.0,0.83904684,0.83904684,1,Very high
1084.0,1197.6235,35,1.0,3.0,,5.0,0.49911,0.49911,0,Moderate
1094.0,576.5817,48,1.0,1.0,,5.0,0.61352277,0.61352277,0,High
1097.0,254.7295,47,1.0,2.0,,5.0,0.8414635,0.8414635,1,Very high
1098.0,2439.8368,35,1.0,7.0,,4.0,0.5837456,0.5837456,0,High
1110.0,282.6178,13,1.0,2.0,,3.0,0.74913955,0.74913955,1,Very high
1111.0,358.2135,13,1.0,3.0,,5.0,0.76408607,0.76408607,1,Very high
1113.0,168.5298,10,1.0,6.0,,4.0,0.7128448,0.7128448,1,Very high
1114.0,111.1107,13,2.0,5.0,,3.0,0.82942736,0.82942736,1,Very high
1121.0,2000.8975,59,2.0,1.0,,3.0,0.9128832,0.9128832,1,Very high
1122.0,1265.7492,59,1.0,5.0,,5.0,0.8015178,0.8015178,1,Very high
1123.0,117.8657,12,1.0,3.0,,6.0,0.38073674,0.38073674,0,Moderate
1124.0,2131.1163,35,5.0,5.0,,5.0,0.906746,0.906746,1,Very high
1127.0,872.7679,59,3.0,1.0,,5.0,0.8501675,0.8501675,1,Very high
1128.0,1068.2759,35,1.0,2.0,,5.0,0.8360294,0.8360294,1,Very high
1131.0,516.6616,35,2.0,5.0,,6.0,0.7303606,0.7303606,1,Very high
1132.0,657.0623,48,2.0,4.0,,5.0,0.70152736,0.70152736,1,Very high
1136.0,56.5058,10,1.0,3.0,,6.0,0.6545335,0.6545335,1,High
1137.0,1328.8672,35,1.0,5.0,,4.0,0.6282768,0.6282768,0,High
1140.0,1490.8575,24,6.0,5.0,,5.0,0.61252433,0.61252433,0,High
1142.0,91.6159,13,1.0,4.0,,7.0,0.77324444,0.77324444,1,Very high
1143.0,261.3648,13,1.0,2.0,,3.0,0.569,0.569,0,High
1145.0,313.0478,13,6.0,4.0,,5.0,0.9268828,0.9268828,1,Very high
1146.0,539.2878,12,1.0,2.0,,1.0,0.1481315,0.1481315,0,Low
1147.0,482.4876,59,1.0,1.0,,6.0,0.611145,0.611145,0,High
1148.0,475.7133,13,2.0,1.0,,5.0,0.7328452,0.7328452,1,Very high
1151.0,17.492,11,5.0,2.0,,6.0,0.70511514,0.70511514,1,Very high
1152.0,1684.3499,35,1.0,2.0,,5.0,0.56663674,0.56663674,0,High
1154.0,1479.0717,24,1.0,1.0,,5.0,0.73531246,0.73531246,1,Very high
1160.0,923.0388,59,1.0,3.0,,4.0,0.8590016,0.8590016,1,Very high
1161.0,441.7764,59,1.0,6.0,,6.0,0.6837012,0.6837012,1,High
1163.0,1442.6587,24,2.0,2.0,,6.0,0.83395165,0.83395165,1,Very high
1167.0,1307.6244,59,2.0,1.0,,7.0,0.8311535,0.8311535,1,Very high
1171.0,344.6342,47,2.0,5.0,,2.0,0.2319859,0.2319859,0,Low
